snr_dB,p_fa,p_md
10.0,0.00012650337203959038,0.6903770516569676
10.0,0.00012796968682159417,0.68933445166311
10.0,0.0001294529978227916,0.6882895788281982
10.0,0.00013095350204826676,0.6872424352279753
10.0,0.00013247139878661175,0.686193022988263
10.0,0.00013400688963639506,0.6851413442845824
10.0,0.0001355601785329369,0.6840874013428416
10.0,0.00013713147177539455,0.6830311964391632
10.0,0.0001387209780541621,0.6819727319005279
10.0,0.0001403289084785873,0.6809120101044368
10.0,0.00014195547660501016,0.6798490334796837
10.0,0.00014360089846512608,0.6787838045061501
10.0,0.00014526539259467812,0.6777163257151989
10.0,0.00014694918006248172,0.6766465996897648
10.0,0.0001486524844997857,0.6755746290648823
10.0,0.00015037553212997383,0.6745004165274293
10.0,0.0001521185517986105,0.6734239648165261
10.0,0.00015388177500383463,0.6723452767239988
10.0,0.00015566543592710622,0.6712643550941642
10.0,0.00015746977146430867,0.6701812028243228
10.0,0.0001592950212572123,0.6690958228648496
10.0,0.000161141427725302,0.6680082182193792
10.0,0.0001630092360979741,0.6669183919450132
10.0,0.0001648986944471065,0.6658263471527343
10.0,0.0001668100537200059,0.6647320870072712
10.0,0.00016874356777273758,0.6636356147274473
10.0,0.0001706994934038408,0.6625369335864811
10.0,0.0001726780903884356,0.661436046912077
10.0,0.00017467962151272457,0.6603329580866049
10.0,0.00017670435260889466,0.659227670547392
10.0,0.00017875255259042355,0.6581201877867295
10.0,0.00018082449348779517,0.6570105133524781
10.0,0.00018292045048462938,0.655898650847691
10.0,0.0001850407019542302,0.6547846039312951
10.0,0.00018718552949655793,0.6536683763180541
10.0,0.0001893552179756295,0.6525499717788659
10.0,0.0001915500555573528,0.6514293941407177
10.0,0.00019377033374779888,0.6503066472873187
10.0,0.00019601634743191858,0.6491817351588227
10.0,0.00019828839491270713,0.6480546617523439
10.0,0.0002005867779508234,0.6469254311220214
10.0,0.0002029118018046678,0.6457940473792186
10.0,0.00020526377527092522,0.6446605146926009
10.0,0.00020764301072557747,0.6435248372886264
10.0,0.00021004982416539153,0.642387019451436
10.0,0.00021248453524988828,0.641247065523103
10.0,0.00021494746734379805,0.6401049799039393
10.0,0.000217438947560008,0.6389607670526192
10.0,0.0002199593068030075,0.6378144314862241
10.0,0.00022250887981283693,0.6366659777806212
10.0,0.00022508800520954617,0.6355154105705169
10.0,0.000227697025538168,0.6343627345498359
10.0,0.00023033628731421312,0.6332079544715444
10.0,0.00023300614106969248,0.6320510751481037
10.0,0.00023570694139967278,0.6308921014516562
10.0,0.00023843904700937205,0.6297310383139733
10.0,0.00024120282076180069,0.628567890726921
10.0,0.00024399862972595502,0.6274026637424004
10.0,0.00024682684522556923,0.6262353624725718
