curve_type,source_file,remainder_allocation,J,Ka,alpha,rate,reliable,cap_hit_fraction,pupe,total_parity,effective_information_bits
entropy_bound,analytic,,12,325.79666462341106,1.437499666444296,0.4081901269944678,true,,,,
entropy_bound,analytic,,12,322.75479822310155,1.4398338892595062,0.4094237890338643,true,,,,
entropy_bound,analytic,,12,319.75104218452697,1.4421681120747163,0.41065293369065176,true,,,,
entropy_bound,analytic,,12,316.7848136188503,1.4445023348899264,0.41187758580515876,true,,,,
entropy_bound,analytic,,12,313.85554004993804,1.4468365577051367,0.41309777007448095,true,,,,
entropy_bound,analytic,,12,310.96265920291916,1.4491707805203469,0.41431351105216924,true,,,,
entropy_bound,analytic,,12,308.1056187975351,1.451505003335557,0.4155248331479734,true,,,,
entropy_bound,analytic,,12,305.28387634616485,1.453839226150767,0.41673176062763884,true,,,,
entropy_bound,analytic,,12,302.4968989563971,1.4561734489659772,0.41793431761275723,true,,,,
entropy_bound,analytic,,12,299.7441631380526,1.4585076717811873,0.4191325280806621,true,,,,
entropy_bound,analytic,,12,297.02515461453004,1.4608418945963975,0.42032641586437713,true,,,,
entropy_bound,analytic,,12,294.33936813838284,1.4631761174116076,0.42151600465260536,true,,,,
entropy_bound,analytic,,12,291.6863073110114,1.465510340226818,0.4227013179897645,true,,,,
entropy_bound,analytic,,12,289.0654844063794,1.467844563042028,0.4238823792760608,true,,,,
entropy_bound,analytic,,12,286.4764201986455,1.4701787858572382,0.4250592117676067,true,,,,
entropy_bound,analytic,,12,283.918643793623,1.4725130086724483,0.42623183857657265,true,,,,
entropy_bound,analytic,,12,281.3916924639685,1.4748472314876584,0.4274002826713772,true,,,,
entropy_bound,analytic,,12,278.8951114880133,1.4771814543028685,0.4285645668769106,true,,,,
entropy_bound,analytic,,12,276.428453992142,1.4795156771180786,0.42972471387479344,true,,,,
entropy_bound,analytic,,12,273.99128079664195,1.4818498999332888,0.43088074620366373,true,,,,
entropy_bound,analytic,,12,271.5831602649277,1.4841841227484989,0.43203268625949826,true,,,,
entropy_bound,analytic,,12,269.2036681560723,1.486518345563709,0.4331805562959576,true,,,,
entropy_bound,analytic,,12,266.8523874805516,1.488852568378919,0.43432437842476457,true,,,,
entropy_bound,analytic,,12,264.5289083591382,1.4911867911941292,0.4354641746161031,true,,,,
entropy_bound,analytic,,12,262.2328278848572,1.4935210140093393,0.4365999666990457,true,,,,
entropy_bound,analytic,,12,259.963749987939,1.4958552368245497,0.437731776362003,true,,,,
entropy_bound,analytic,,12,257.72128530369343,1.4981894596397598,0.43885962515319604,true,,,,
entropy_bound,analytic,,12,255.50505104323616,1.50052368245497,0.4399835344811508,true,,,,
entropy_bound,analytic,,12,253.31467086700104,1.50285790527018,0.44110352561521127,true,,,,
entropy_bound,analytic,,12,251.14977476097022,1.5051921280853902,0.44221961968607465,true,,,,
entropy_bound,analytic,,12,249.00999891555875,1.5075263509006003,0.4433318376863404,true,,,,
entropy_bound,analytic,,12,246.89498560709168,1.5098605737158106,0.4444402004710821,true,,,,
entropy_bound,analytic,,12,244.8043830818103,1.5121947965310207,0.44554472875843076,true,,,,
entropy_bound,analytic,,12,242.7378454423499,1.5145290193462309,0.44664544313017707,true,,,,
entropy_bound,analytic,,12,240.69503253663126,1.516863242161441,0.44774236403238604,true,,,,
entropy_bound,analytic,,12,238.67560984910656,1.519197464976651,0.44883551177602715,true,,,,
entropy_bound,analytic,,12,236.67924839430964,1.5215316877918612,0.4499249065376164,true,,,,
entropy_bound,analytic,,12,234.7056246126505,1.5238659106070713,0.45101056835987124,true,,,,
entropy_bound,analytic,,12,232.75442026840759,1.5262001334222814,0.4520925171523764,true,,,,
entropy_bound,analytic,,12,230.82532234986408,1.5285343562374916,0.45317077269226086,true,,,,
entropy_bound,analytic,,12,228.9180229715373,1.5308685790527017,0.4542453546248857,true,,,,
entropy_bound,analytic,,12,227.03221927845627,1.5332028018679118,0.45531628246453976,true,,,,
entropy_bound,analytic,,12,225.16761335243714,1.535537024683122,0.4563835755951458,true,,,,
entropy_bound,analytic,,12,223.32391212031175,1.537871247498332,0.4574472532709741,true,,,,
entropy_bound,analytic,,12,221.50082726406475,1.5402054703135422,0.45850733461736287,true,,,,
entropy_bound,analytic,,12,219.6980751328343,1.5425396931287523,0.45956383863144856,true,,,,
entropy_bound,analytic,,12,217.91537665673496,1.5448739159439626,0.46061678418289903,true,,,,
entropy_bound,analytic,,12,216.15245726246135,1.5472081387591727,0.4616661900146547,true,,,,
entropy_bound,analytic,,12,214.4090467906293,1.5495423615743829,0.4627120747436771,true,,,,
entropy_bound,analytic,,12,212.68487941481916,1.551876584389593,0.4637544568616974,true,,,,
entropy_bound,analytic,,12,210.9796935622795,1.554210807204803,0.4647933547359755,true,,,,
entropy_bound,analytic,,12,209.293231836255,1.5565450300200132,0.46582878661005817,true,,,,
entropy_bound,analytic,,12,207.62524093990066,1.5588792528352236,0.46686077060454395,true,,,,
entropy_bound,analytic,,12,205.97547160174912,1.5612134756504337,0.4678893247178516,true,,,,
entropy_bound,analytic,,12,204.34367850269246,1.5635476984656438,0.468914466826988,true,,,,
entropy_bound,analytic,,12,202.72962020444743,1.565881921280854,0.46993621468832397,true,,,,
entropy_bound,analytic,,12,201.13305907947014,1.568216144096064,0.4709545859383668,true,,,,
entropy_bound,analytic,,12,199.55376124228684,1.5705503669112741,0.4719695980945387,true,,,,
entropy_bound,analytic,,12,197.99149648221058,1.5728845897264843,0.4729812685559549,true,,,,
entropy_bound,analytic,,12,196.44603819741198,1.5752188125416944,0.4739896146042028,true,,,,
entropy_bound,analytic,,12,194.91716333031414,1.5775530353569045,0.4749946534041236,true,,,,
entropy_bound,analytic,,12,193.40465230428245,1.5798872581721146,0.4759964020045928,true,,,,
entropy_bound,analytic,,12,191.9082889615816,1.5822214809873247,0.47699487733930124,true,,,,
