S_in,E_required_dB,eta_alg_required,gamma_effective_required,beta,q_active,gamma_target,Ka
1.779116465863453955e-01,-1.490000000000096136e+00,9.972651238827447973e-01,8.491645928069218030e+01,3.183852931941098068e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.877510040160642601e-01,-1.490000000000096136e+00,9.971105072667105773e-01,8.490329377909669972e+01,3.359935091834002640e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.975903614457831803e-01,-1.480000000000096350e+00,9.970097491323632877e-01,8.509041681924439615e+01,3.536017251726908609e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
2.074297188755020449e-01,-1.480000000000096350e+00,9.968569564044572617e-01,8.507737662889942953e+01,3.712099411619813181e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
2.172690763052209095e-01,-1.480000000000096350e+00,9.967040890835547895e-01,8.506433007236880428e+01,3.888181571512718219e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
2.271084337349397742e-01,-1.480000000000096350e+00,9.965506251763925905e-01,8.505123259981299100e+01,4.064263731405622791e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
2.369477911646586388e-01,-1.480000000000096350e+00,9.963969068399290974e-01,8.503811341283029890e+01,4.240345891298527829e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
2.467871485943775589e-01,-1.480000000000096350e+00,9.962427751735306591e-01,8.502495894994736148e+01,4.416428051191433333e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
2.566265060240964235e-01,-1.480000000000096350e+00,9.960883185408843099e-01,8.501177675261797617e+01,4.592510211084337905e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
2.664658634538152882e-01,-1.480000000000096350e+00,9.959335493521662697e-01,8.499856787999637220e+01,4.768592370977242477e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
2.763052208835341528e-01,-1.480000000000096350e+00,9.957783507049842164e-01,8.498532235497518172e+01,4.944674530870147981e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
2.861445783132530174e-01,-1.480000000000096350e+00,9.956228527952240004e-01,8.497205128920322181e+01,5.120756690763052553e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
2.959839357429719375e-01,-1.480000000000096350e+00,9.954670007092683015e-01,8.495874999604369293e+01,5.296838850655958056e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
3.058232931726908022e-01,-1.480000000000096350e+00,9.953107384024570958e-01,8.494541369233023431e+01,5.472921010548862629e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
3.156626506024096668e-01,-1.480000000000096350e+00,9.951540760738589730e-01,8.493204324850870535e+01,5.649003170441767201e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
3.255020080321285314e-01,-1.480000000000096350e+00,9.949970410496320472e-01,8.491864099674705813e+01,5.825085330334672704e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
3.353413654618473960e-01,-1.480000000000096350e+00,9.948397358639534671e-01,8.490521568788838636e+01,6.001167490227577277e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
3.451807228915663162e-01,-1.470000000000096563e+00,9.947785819594413548e-01,8.509571117456812317e+01,6.177249650120482780e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
3.550200803212851808e-01,-1.470000000000096563e+00,9.946231313624240844e-01,8.508241356307387093e+01,6.353331810013387352e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
3.648594377510040454e-01,-1.470000000000096563e+00,9.944674751973624494e-01,8.506909836680321746e+01,6.529413969906291924e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
3.746987951807229100e-01,-1.470000000000096563e+00,9.943113956737545944e-01,8.505574695544187591e+01,6.705496129799197428e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
3.845381526104417746e-01,-1.470000000000096563e+00,9.941549018772989355e-01,8.504236010620194008e+01,6.881578289692102000e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
3.943775100401606948e-01,-1.470000000000096563e+00,9.939979945921335602e-01,8.502893788616046322e+01,7.057660449585007504e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
4.042168674698795594e-01,-1.470000000000096563e+00,9.938408227547398388e-01,8.501549303569605343e+01,7.233742609477912076e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
4.140562248995984240e-01,-1.470000000000096563e+00,9.936831344687327983e-01,8.500200400699658587e+01,7.409824769370817579e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
4.238955823293172887e-01,-1.470000000000096563e+00,9.935251647915676054e-01,8.498849090743235024e+01,7.585906929263722152e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
4.337349397590362088e-01,-1.470000000000096563e+00,9.933668373989043010e-01,8.497494720803889834e+01,7.761989089156627655e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
4.435742971887550734e-01,-1.470000000000096563e+00,9.932080315075115795e-01,8.496136257673315129e+01,7.938071249049532227e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
4.534136546184739380e-01,-1.470000000000096563e+00,9.930492332993949844e-01,8.494777860267301151e+01,8.114153408942436799e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
4.632530120481928027e-01,-1.470000000000096563e+00,9.928897826627648415e-01,8.493413881833572532e+01,8.290235568835342303e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
4.730923694779116673e-01,-1.470000000000096563e+00,9.927298062688788560e-01,8.492045405948007897e+01,8.466317728728245944e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
4.829317269076305874e-01,-1.470000000000096563e+00,9.925697612093299371e-01,8.490676342680133359e+01,8.642399888621153310e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
4.927710843373494520e-01,-1.460000000000096776e+00,9.925494998677485414e-01,8.510075653242944327e+01,8.818482048514056951e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
5.026104417670683722e-01,-1.460000000000096776e+00,9.923912324574694077e-01,8.508718675444761459e+01,8.994564208406962454e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
5.124497991967872368e-01,-1.460000000000096776e+00,9.922325719185359771e-01,8.507358326978828700e+01,9.170646368299867958e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
5.222891566265061014e-01,-1.460000000000096776e+00,9.920737070179479478e-01,8.505996226325078169e+01,9.346728528192771599e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
5.321285140562249660e-01,-1.460000000000096776e+00,9.919143781268203730e-01,8.504630147436898824e+01,9.522810688085677102e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
5.419678714859438307e-01,-1.460000000000096776e+00,9.917544540624293470e-01,8.503258965559396643e+01,9.698892847978582606e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
5.518072289156628063e-01,-1.460000000000096776e+00,9.915943677814833546e-01,8.501886392844305362e+01,9.874975007871488109e+06,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
5.616465863453816709e-01,-1.460000000000096776e+00,9.914340991990602259e-01,8.500512257084385226e+01,1.005105716776439361e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
5.714859437751005355e-01,-1.460000000000096776e+00,9.912730031462551050e-01,8.499131026629891039e+01,1.022713932765729912e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
5.813253012048194002e-01,-1.460000000000096776e+00,9.911117321175035855e-01,8.497748295939345553e+01,1.040322148755020276e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
5.911646586345382648e-01,-1.460000000000096776e+00,9.909502112176090671e-01,8.496363422864637016e+01,1.057930364744310826e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
6.010040160642571294e-01,-1.460000000000096776e+00,9.907882369599699812e-01,8.494974662720613878e+01,1.075538580733601190e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
6.108433734939759940e-01,-1.460000000000096776e+00,9.906258702151278239e-01,8.493582537408616417e+01,1.093146796722891741e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
6.206827309236948587e-01,-1.460000000000096776e+00,9.904628703710253168e-01,8.492184983931470299e+01,1.110755012712182291e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
6.305220883534137233e-01,-1.460000000000096776e+00,9.902998294147558056e-01,8.490787077960418117e+01,1.128363228701472655e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
6.403614457831326989e-01,-1.450000000000096989e+00,9.903221194223510437e-01,8.510551917748503570e+01,1.145971444690763392e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
6.502008032128515636e-01,-1.450000000000096989e+00,9.901610550794164300e-01,8.509167775734749739e+01,1.163579660680053756e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
6.600401606425704282e-01,-1.450000000000096989e+00,9.899993207558083208e-01,8.507777876094063174e+01,1.181187876669344306e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
6.698795180722892928e-01,-1.450000000000096989e+00,9.898374126026904252e-01,8.506386482611081590e+01,1.198796092658634856e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
6.797188755020081574e-01,-1.450000000000096989e+00,9.896751219869942551e-01,8.504991802351439389e+01,1.216404308647925220e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
6.895582329317270220e-01,-1.450000000000096989e+00,9.895122402298650588e-01,8.503592041987295147e+01,1.234012524637215771e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
6.993975903614458867e-01,-1.450000000000096989e+00,9.893490758642338179e-01,8.502189852964555428e+01,1.251620740626506135e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
7.092369477911647513e-01,-1.450000000000096989e+00,9.891854588729674935e-01,8.500783774203424059e+01,1.269228956615796685e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
7.190763052208836159e-01,-1.450000000000096989e+00,9.890216369119294582e-01,8.499375933989277598e+01,1.286837172605087236e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
7.289156626506025916e-01,-1.450000000000096989e+00,9.888573813185260741e-01,8.497964367259601204e+01,1.304445388594377786e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
7.387550200803214562e-01,-1.450000000000096989e+00,9.886925137655154794e-01,8.496547541519842639e+01,1.322053604583668336e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
7.485943775100403208e-01,-1.450000000000096989e+00,9.885276226614730932e-01,8.495130513389091220e+01,1.339661820572958700e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
7.584337349397591854e-01,-1.450000000000096989e+00,9.883621358054046624e-01,8.493708365531688287e+01,1.357270036562249251e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
7.682730923694780500e-01,-1.450000000000096989e+00,9.881961642521542855e-01,8.492282052321971264e+01,1.374878252551539801e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
7.781124497991969147e-01,-1.450000000000096989e+00,9.880299811450010683e-01,8.490853921077052746e+01,1.392486468540830165e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
7.879518072289157793e-01,-1.440000000000097202e+00,9.880964305343666876e-01,8.510999724757945728e+01,1.410094684530120715e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
7.977911646586346439e-01,-1.440000000000097202e+00,9.879321891989109039e-01,8.509585026842174216e+01,1.427702900519411080e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
8.076305220883535085e-01,-1.440000000000097202e+00,9.877674187615970158e-01,8.508165771490884310e+01,1.445311116508701630e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
8.174698795180724842e-01,-1.440000000000097202e+00,9.876022016401180270e-01,8.506742668611468616e+01,1.462919332497992367e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
8.273092369477913488e-01,-1.440000000000097202e+00,9.874368372340225353e-01,8.505318297091370994e+01,1.480527548487282731e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
8.371485943775102134e-01,-1.440000000000097202e+00,9.872708636828478879e-01,8.503888678680948487e+01,1.498135764476573281e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
8.469879518072290780e-01,-1.440000000000097202e+00,9.871044681838456736e-01,8.502455425809624501e+01,1.515743980465863831e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
8.568273092369479427e-01,-1.440000000000097202e+00,9.869379401385511841e-01,8.501021031246636994e+01,1.533352196455154195e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
8.666666666666668073e-01,-1.440000000000097202e+00,9.867708383954161278e-01,8.499581695119231028e+01,1.550960412444444746e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
8.765060240963856719e-01,-1.440000000000097202e+00,9.866032524012076088e-01,8.498138187879952454e+01,1.568568628433735110e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
8.863453815261045365e-01,-1.440000000000097202e+00,9.864353569743631311e-01,8.496692015332916981e+01,1.586176844423025660e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
8.961847389558234012e-01,-1.440000000000097202e+00,9.862669802521659701e-01,8.495241697133204184e+01,1.603785060412316211e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
9.060240963855423768e-01,-1.440000000000097202e+00,9.860982530319877259e-01,8.493788359908091934e+01,1.621393276401606761e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
9.158634538152612414e-01,-1.440000000000097202e+00,9.859293193900737773e-01,8.492333244662857794e+01,1.639001492390897311e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
9.257028112449801061e-01,-1.440000000000097202e+00,9.857596732780762316e-01,8.490871992534118817e+01,1.656609708380187675e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
9.355421686746989707e-01,-1.430000000000097415e+00,9.858721835219316221e-01,8.511416818525361805e+01,1.674217924369478226e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
9.453815261044178353e-01,-1.430000000000097415e+00,9.857047885547759458e-01,8.509971632868844438e+01,1.691826140358768776e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
9.552208835341366999e-01,-1.430000000000097415e+00,9.855366766003390566e-01,8.508520257183126034e+01,1.709434356348059326e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
9.650602409638555645e-01,-1.430000000000097415e+00,9.853683680360809660e-01,8.507067184088589329e+01,1.727042572337349504e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
9.748995983935744292e-01,-1.430000000000097415e+00,9.851993594430021872e-01,8.505608067373816539e+01,1.744650788326640055e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
9.847389558232932938e-01,-1.430000000000097415e+00,9.850302478262693562e-01,8.504148061215893506e+01,1.762259004315930605e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
9.945783132530121584e-01,-1.430000000000097415e+00,9.848606618507227406e-01,8.502683959734403629e+01,1.779867220305221155e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.004417670682731023e+00,-1.430000000000097415e+00,9.846906757971151114e-01,8.501216404223889356e+01,1.797475436294511706e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.014257028112449888e+00,-1.430000000000097415e+00,9.845201391712189443e-01,8.499744095409330669e+01,1.815083652283801883e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.024096385542168752e+00,-1.430000000000097415e+00,9.843491483475530490e-01,8.498267865329317772e+01,1.832691868273092434e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.033935742971887617e+00,-1.430000000000097415e+00,9.841778942053374113e-01,8.496789361918166605e+01,1.850300084262382984e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.043775100401606482e+00,-1.430000000000097415e+00,9.840062794914709032e-01,8.495307745552146628e+01,1.867908300251673535e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.053614457831325568e+00,-1.430000000000097415e+00,9.838343188212028689e-01,8.493823142410371929e+01,1.885516516240964457e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.063453815261044433e+00,-1.430000000000097415e+00,9.836618443523514888e-01,8.492334103446209781e+01,1.903124732230254635e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.073293172690763297e+00,-1.430000000000097415e+00,9.834888381889820286e-01,8.490840474157116091e+01,1.920732948219545186e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.083132530120482162e+00,-1.420000000000097629e+00,9.836493246132163026e-01,8.511802618461386771e+01,1.938341164208835736e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.092971887550201027e+00,-1.420000000000097629e+00,9.834783200176896445e-01,8.510322866147679122e+01,1.955949380198126286e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.102811244979919891e+00,-1.420000000000097629e+00,9.833068297630837007e-01,8.508838911285239703e+01,1.973557596187416837e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.112650602409638756e+00,-1.420000000000097629e+00,9.831347887063566215e-01,8.507350190172451221e+01,1.991165812176707014e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.122489959839357621e+00,-1.420000000000097629e+00,9.829626409740818138e-01,8.505860545965238373e+01,2.008774028165997565e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.132329317269076485e+00,-1.420000000000097629e+00,9.827899587368632561e-01,8.504366276531874291e+01,2.026382244155288115e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.142168674698795350e+00,-1.420000000000097629e+00,9.826169979557303202e-01,8.502869596777310335e+01,2.043990460144578665e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.152008032128514214e+00,-1.420000000000097629e+00,9.824434066034429813e-01,8.501367460507839269e+01,2.061598676133869216e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.161847389558233079e+00,-1.420000000000097629e+00,9.822693872828549555e-01,8.499861620904660242e+01,2.079206892123159394e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.171686746987951944e+00,-1.420000000000097629e+00,9.820951261671615473e-01,8.498353688978372134e+01,2.096815108112449944e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.181526104417670808e+00,-1.420000000000097629e+00,9.819202422240190797e-01,8.496840367545703998e+01,2.114423324101740494e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.191365461847389673e+00,-1.420000000000097629e+00,9.817450497065743908e-01,8.495324375930189831e+01,2.132031540091031045e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.201204819277108538e+00,-1.420000000000097629e+00,9.815695562343137448e-01,8.493805780065450506e+01,2.149639756080321595e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.211044176706827402e+00,-1.420000000000097629e+00,9.813934663905469202e-01,8.492282023625269005e+01,2.167247972069611773e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.220883534136546489e+00,-1.420000000000097629e+00,9.812169763237412745e-01,8.490754803939168482e+01,2.184856188058902696e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.230722891566265353e+00,-1.410000000000097842e+00,9.814273010081897564e-01,8.512152211193777873e+01,2.202464404048193246e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.240562248995984218e+00,-1.410000000000097842e+00,9.812528225190927378e-01,8.510638917794207714e+01,2.220072620037483796e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.250401606425703083e+00,-1.410000000000097842e+00,9.810775931971131847e-01,8.509119112242618144e+01,2.237680836026774347e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.260240963855421947e+00,-1.410000000000097842e+00,9.809021177453348672e-01,8.507597171948792436e+01,2.255289052016064897e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.270080321285140812e+00,-1.410000000000097842e+00,9.807263083806636583e-01,8.506072335549094987e+01,2.272897268005355075e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.279919678714859677e+00,-1.410000000000097842e+00,9.805499706193423481e-01,8.504542916239680039e+01,2.290505483994645625e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.289759036144578541e+00,-1.410000000000097842e+00,9.803731203806449468e-01,8.503009052092195930e+01,2.308113699983936176e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.299598393574297406e+00,-1.410000000000097842e+00,9.801959539309844649e-01,8.501472445371884135e+01,2.325721915973226726e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.309437751004016270e+00,-1.410000000000097842e+00,9.800183864595617411e-01,8.499932360494528893e+01,2.343330131962517276e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.319277108433735135e+00,-1.410000000000097842e+00,9.798400629580155119e-01,8.498385718388246346e+01,2.360938347951807454e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.329116465863454000e+00,-1.410000000000097842e+00,9.796617160613052544e-01,8.496838873370145961e+01,2.378546563941098005e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.338955823293172864e+00,-1.410000000000097842e+00,9.794828927610090830e-01,8.495287896390532012e+01,2.396154779930388555e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.348795180722891729e+00,-1.410000000000097842e+00,9.793034216482253695e-01,8.493731300779263904e+01,2.413762995919679105e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.358634538152610594e+00,-1.410000000000097842e+00,9.791237688064117206e-01,8.492173128988933684e+01,2.431371211908969656e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.368473895582329458e+00,-1.410000000000097842e+00,9.789436722876020402e-01,8.490611109082578878e+01,2.448979427898259833e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.378313253012048323e+00,-1.400000000000098055e+00,9.792062172012763188e-01,8.512466352835077998e+01,2.466587643887550384e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.388152610441767187e+00,-1.400000000000098055e+00,9.790277132225576606e-01,8.510914576420674393e+01,2.484195859876840934e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.397991967871486052e+00,-1.400000000000098055e+00,9.788490693140912136e-01,8.509361583564577813e+01,2.501804075866131485e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.407831325301205139e+00,-1.400000000000098055e+00,9.786692500081285440e-01,8.507798372705916279e+01,2.519412291855422407e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.417670682730924003e+00,-1.400000000000098055e+00,9.784899880390511839e-01,8.506240006905834150e+01,2.537020507844712585e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.427510040160642868e+00,-1.400000000000098055e+00,9.783096674018070260e-01,8.504672437858275202e+01,2.554628723834003136e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.437349397590361733e+00,-1.400000000000098055e+00,9.781291574354183949e-01,8.503103222928628213e+01,2.572236939823293686e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
1.447188755020080597e+00,-1.400000000000098055e+00,9.779481699345472512e-01,8.501529856681166564e+01,2.589845155812584236e+07,9.313225741817976466e-10,8.489980487392529085e+01,1.073741824000000000e+09
