S_in,E_required_dB,eta_alg_required,gamma_effective_required,beta,q_active,gamma_target,Ka
3.058232931726908022e-01,-8.100000000001106315e-01,9.943028884270418422e-01,6.600984120823733292e+01,8.016974136546185946e+03,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
3.156626506024096668e-01,-8.100000000001106315e-01,9.941132358499165100e-01,6.599725054130225033e+01,8.274906987951808333e+03,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
3.255020080321285314e-01,-8.100000000001106315e-01,9.939231427577988054e-01,6.598463062943081070e+01,8.532839839357429810e+03,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
3.353413654618473960e-01,-8.100000000001106315e-01,9.937326458055314449e-01,6.597198390606695284e+01,8.790772690763053106e+03,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
3.451807228915663162e-01,-8.100000000001106315e-01,9.935417429169979275e-01,6.595931023338133059e+01,9.048705542168676402e+03,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
3.550200803212851808e-01,-8.100000000001106315e-01,9.933504322450484869e-01,6.594660948874525275e+01,9.306638393574297879e+03,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
3.648594377510040454e-01,-8.100000000001106315e-01,9.931587085092536960e-01,6.593388132160126247e+01,9.564571244979921175e+03,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
3.746987951807229100e-01,-8.100000000001106315e-01,9.929666231507707774e-01,6.592112914702802584e+01,9.822504096385542653e+03,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
3.845381526104417746e-01,-8.100000000001106315e-01,9.927740727557601286e-01,6.590834609958125156e+01,1.008043694779116413e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
3.943775100401606948e-01,-8.000000000001108447e-01,9.926813297297005789e-01,6.605410930553348692e+01,1.033836979919678924e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
4.042168674698795594e-01,-8.000000000001108447e-01,9.924904772514772100e-01,6.604140977137258517e+01,1.059630265060241072e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
4.140562248995984240e-01,-8.000000000001108447e-01,9.922991965259667646e-01,6.602868174116539990e+01,1.085423550200803220e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
4.238955823293172887e-01,-8.000000000001108447e-01,9.921074957839121078e-01,6.601592576259463385e+01,1.111216835341365550e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
4.337349397590362088e-01,-8.000000000001108447e-01,9.919153529942451586e-01,6.600314036968875087e+01,1.137010120481927879e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
4.435742971887550734e-01,-8.000000000001108447e-01,9.917228515378641029e-01,6.599033111070457380e+01,1.162803405622490027e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
4.534136546184739380e-01,-8.000000000001108447e-01,9.915299476601243667e-01,6.597749507415983317e+01,1.188596690763052356e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
4.632530120481928027e-01,-8.000000000001108447e-01,9.913365848039719097e-01,6.596462849668587580e+01,1.214389975903614504e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
4.730923694779116673e-01,-8.000000000001108447e-01,9.911428362680820836e-01,6.595173625565729481e+01,1.240183261044176834e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
4.829317269076305874e-01,-8.000000000001108447e-01,9.909486652365201431e-01,6.593881590130122561e+01,1.265976546184739163e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
4.927710843373494520e-01,-8.000000000001108447e-01,9.907539351445994180e-01,6.592585834645296927e+01,1.291769831325301311e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
5.026104417670683722e-01,-8.000000000001108447e-01,9.905590636443463159e-01,6.591289138213849697e+01,1.317563116465863641e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
5.124497991967872368e-01,-7.900000000001110578e-01,9.904955803980477480e-01,6.606060230613884698e+01,1.343356401606425970e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
5.222891566265061014e-01,-7.900000000001110578e-01,9.903022239309507979e-01,6.604770649425539375e+01,1.369149686746988118e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
5.321285140562249660e-01,-7.900000000001110578e-01,9.901084191689616398e-01,6.603478078357059644e+01,1.394942971887550448e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
5.419678714859438307e-01,-7.900000000001110578e-01,9.899142174333489530e-01,6.602182859693053274e+01,1.420736257028112595e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
5.518072289156628063e-01,-7.900000000001110578e-01,9.897196526542924033e-01,6.600885219729140374e+01,1.446529542168675107e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
5.616465863453816709e-01,-7.900000000001110578e-01,9.895246374787279864e-01,6.599584575868473735e+01,1.472322827309237255e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
5.714859437751005355e-01,-7.900000000001110578e-01,9.893291401320742917e-01,6.598280716192087425e+01,1.498116112449799584e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
5.813253012048194002e-01,-7.900000000001110578e-01,9.891332596038403535e-01,6.596974300905510802e+01,1.523909397590361732e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
5.911646586345382648e-01,-7.900000000001110578e-01,9.889369386133757267e-01,6.595664947978340820e+01,1.549702682730924062e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
6.010040160642571294e-01,-7.900000000001110578e-01,9.887400422606604788e-01,6.594351757701710426e+01,1.575495967871486209e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
6.108433734939759940e-01,-7.900000000001110578e-01,9.885430106957298069e-01,6.593037665634038547e+01,1.601289253012048357e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
6.206827309236948587e-01,-7.900000000001110578e-01,9.883453065289313777e-01,6.591719087682193390e+01,1.627082538152610687e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
6.305220883534137233e-01,-7.900000000001110578e-01,9.881474620233248185e-01,6.590399573747757245e+01,1.652875823293173016e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
6.403614457831326989e-01,-7.800000000001112710e-01,9.881162008883954684e-01,6.605383038604131229e+01,1.678669108433735528e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
6.502008032128515636e-01,-7.800000000001112710e-01,9.879198168948076786e-01,6.604070246141937162e+01,1.704462393574297676e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
6.600401606425704282e-01,-7.800000000001112710e-01,9.877229684030660595e-01,6.602754348591268752e+01,1.730255678714859823e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
6.698795180722892928e-01,-7.800000000001112710e-01,9.875258166752550748e-01,6.601436423960801392e+01,1.756048963855421971e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
6.797188755020081574e-01,-7.800000000001112710e-01,9.873281940169627013e-01,6.600115351242881445e+01,1.781842248995984119e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
6.895582329317270220e-01,-7.800000000001112710e-01,9.871301255070742409e-01,6.598791298085447465e+01,1.807635534136546630e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
6.993975903614458867e-01,-7.800000000001112710e-01,9.869315548976982377e-01,6.597463888481233596e+01,1.833428819277108778e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
7.092369477911647513e-01,-7.800000000001112710e-01,9.867326462071087656e-01,6.596134218863562637e+01,1.859222104417670926e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
7.190763052208836159e-01,-7.800000000001112710e-01,9.865333104960108956e-01,6.594801694688885618e+01,1.885015389558233073e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
7.289156626506025916e-01,-7.800000000001112710e-01,9.863334497803790679e-01,6.593465660951223128e+01,1.910808674698795585e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
7.387550200803214562e-01,-7.800000000001112710e-01,9.861331181256020040e-01,6.592126479068190292e+01,1.936601959839357733e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
7.485943775100403208e-01,-7.800000000001112710e-01,9.859325152152939031e-01,6.590785483889635543e+01,1.962395244979920244e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
7.584337349397591854e-01,-7.700000000001114842e-01,9.859323190128446157e-01,6.605977498947993354e+01,1.988188530120482392e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
7.682730923694780500e-01,-7.700000000001114842e-01,9.857332062807662165e-01,6.604643396999513527e+01,2.013981815261044540e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
7.781124497991969147e-01,-7.700000000001114842e-01,9.855337658674517831e-01,6.603307099509990508e+01,2.039775100401606687e+04,9.536738616594773194e-07,6.590041374173989652e+01,1.048576000000000000e+06
