eta,g_Popt,g_Palg,g_Pstar,g_mixture,G_Popt,G_Palg,G_Pstar,G_mixture
2.403376406836181811e-01,8.044018280716525027e-02,-4.047574590355651480e-03,-8.334256105206696574e-01,-9.548880475891419195e-02,3.032695175697597278e-04,2.046914213030128771e-01,4.423055695295572409e-01,8.539346296908389977e-02
2.407002917882451187e-01,8.263394644533761380e-02,-4.372780890297356393e-03,-8.354996106916141585e-01,-9.411663152448657144e-02,3.328390241243983638e-04,2.046898944774047102e-01,4.420029507420510928e-01,8.535908265862812705e-02
2.410629428928720563e-01,8.480789148227607654e-02,-4.709654666617879570e-03,-8.375650336500646276e-01,-9.275881039194899813e-02,3.632005078670896836e-04,2.046882475997610085e-01,4.416995813713596730e-01,8.532519736590882253e-02
2.414255939974989662e-01,8.696213368272864841e-02,-5.058096861763949903e-03,-8.396218178849208513e-01,-9.141523604096324362e-02,3.943468025511265296e-04,2.046864764568202544e-01,4.413954645391722220e-01,8.529180190521756799e-02
2.417882451021259038e-01,8.909678813710808498e-02,-5.418009269154033802e-03,-8.416699062883017390e-01,-9.008580454337611343e-02,4.262707837898727092e-04,2.046845768710899849e-01,4.410906033886864419e-01,8.525889112878815013e-02
2.421508962067528137e-01,9.121196946190224253e-02,-5.789294096017805202e-03,-8.437092452752654737e-01,-8.877041303192889643e-02,4.589653688484851557e-04,2.046825447006173082e-01,4.407850010831716459e-01,8.522645992635158319e-02
2.425135473113797513e-01,9.330779203468253513e-02,-6.171854423866918182e-03,-8.457397894657616710e-01,-8.746896041181528858e-02,4.924235165146839677e-04,2.046803758387556460e-01,4.404786608038417928e-01,8.519450322462251979e-02
2.428761984160066889e-01,9.538436894844704028e-02,-6.565594165975241481e-03,-8.477614986852515244e-01,-8.618134762762430512e-02,5.266382268220848317e-04,2.046780662138549811e-01,4.401715857474242100e-01,8.516301598660791505e-02
2.432388495206335988e-01,9.744181257038775357e-02,-6.970418236279307678e-03,-8.497743359688834097e-01,-8.490747682792409989e-02,5.616025406864899594e-04,2.046756117889300119e-01,4.398637791246337025e-01,8.513199321101883044e-02
2.436015006252605364e-01,9.948023459128041424e-02,-7.386232813031412547e-03,-8.517782718140267662e-01,-8.364725214404078457e-02,5.973095396507588362e-04,2.046730085612491479e-01,4.395552441582369907e-01,8.510142993169289571e-02
2.439641517298874740e-01,1.014997460256230610e-01,-7.812944100521690416e-03,-8.537732824736186110e-01,-8.240057936139422168e-02,6.337523456401150668e-04,2.046702525621005853e-01,4.392459840806567373e-01,8.507132121693472548e-02
2.443268028345143839e-01,1.035004572119211375e-01,-8.250458906013058424e-03,-8.557593477401739257e-01,-8.116736549267233869e-02,6.709241207165650422e-04,2.046673398566783986e-01,4.389360021322853411e-01,8.504166216899333719e-02
2.446894539391413215e-01,1.054824778131022711e-01,-8.698684660572553184e-03,-8.577364535697689085e-01,-7.994751928262999741e-02,7.088180668339827406e-04,2.046642665438599407e-01,4.386253015597260108e-01,8.501244792352558033e-02
2.450521050437682591e-01,1.074459168171006951e-01,-9.157529409294262734e-03,-8.597045919894630295e-01,-7.874095118980584118e-02,7.474274255934165723e-04,2.046610287559814667e-01,4.383138856135742056e-01,8.498367364897141396e-02
2.454147561483951689e-01,1.093908825375855542e-01,-9.626902392225744620e-03,-8.616637591333140556e-01,-7.754757300784342888e-02,7.867454779983962254e-04,2.046576226585101743e-01,4.380017575465720014e-01,8.495533454600101564e-02
2.457774072530221066e-01,1.113174830016419037e-01,-1.010671294127973852e-02,-8.636139558931081872e-01,-7.636729767770811250e-02,8.267655442799615173e-04,2.046540444498107236e-01,4.376889206120007092e-01,8.492742584706469700e-02
2.461400583576490442e-01,1.132258256090228343e-01,-1.059687057500902085e-02,-8.655551893184694201e-01,-7.520003983238243706e-02,8.674809837321273420e-04,2.046502903610947222e-01,4.373753780617017917e-01,8.489994281587798231e-02
2.465027094622759540e-01,1.151160166339257884e-01,-1.109728523408559653e-02,-8.674874707815032338e-01,-7.404571584584651589e-02,9.088851943930276178e-04,2.046463566563107017e-01,4.370611331441763836e-01,8.487288074679921746e-02
2.468653605669028916e-01,1.169881616801333735e-01,-1.160786724155471461e-02,-8.694108156495574669e-01,-7.290424340256285163e-02,9.509716127200640301e-04,2.046422396319976800e-01,4.367461891030769428e-01,8.484623496427601275e-02
2.472280116715298293e-01,1.188423656833021980e-01,-1.212852764577210252e-02,-8.713252449533763766e-01,-7.177554181675827039e-02,9.937337133465451444e-04,2.046379356170847652e-01,4.364305491754560951e-01,8.482000082231255789e-02
2.475906627761567391e-01,1.206787329128689024e-01,-1.265917806445404636e-02,-8.732307840055573145e-01,-7.065953176493211529e-02,1.037165008840323921e-03,2.046334409726562331e-01,4.361142165899632994e-01,8.479417370392650088e-02
2.479533138807836767e-01,1.224973669741302729e-01,-1.319972977197103603e-02,-8.751274618066253730e-01,-6.955613516983261135e-02,1.081259049461769095e-03,2.046287520919105596e-01,4.357971945653995594e-01,8.476874902067654816e-02
2.483159649854106144e-01,1.242983708105382945e-01,-1.375009426912132682e-02,-8.770153121859496359e-01,-6.846527541824665164e-02,1.126009422924179049e-03,2.046238654001815149e-01,4.354794863091733248e-01,8.474372221217063572e-02
2.486786160900375242e-01,1.260818467061861625e-01,-1.431018325707800187e-02,-8.788943729988192288e-01,-6.738687720441660645e-02,1.171409754153751592e-03,2.046187773548610034e-01,4.351610950156946656e-01,8.471908874556333124e-02
2.490412671946644618e-01,1.278478963140647906e-01,-1.487990872394018282e-02,-8.807646856233142252e-01,-6.632086641037293617e-02,1.217453705055770996e-03,2.046134844453104673e-01,4.348420238650065883e-01,8.469484411510375121e-02
2.494039182992913717e-01,1.295966211370682686e-01,-1.545918349822938964e-02,-8.826262954027561669e-01,-6.526716980269409163e-02,1.264134974372721487e-03,2.046079831926566062e-01,4.345222760214274560e-01,8.467098384175952841e-02
2.497665694039183093e-01,1.313281216910695548e-01,-1.604791986948139737e-02,-8.844792512538752760e-01,-6.422571563289025676e-02,1.311447297478229856e-03,2.046022701497366425e-01,4.342018546321837480e-01,8.464750347278726661e-02
2.501292205085452469e-01,1.330424976286930239e-01,-1.664603005031661809e-02,-8.863236053219121224e-01,-6.319643347105730058e-02,1.359384446041778105e-03,2.045963419012101214e-01,4.338807628261768246e-01,8.462439858122405845e-02
2.504918716131721568e-01,1.347398479590760090e-01,-1.725342629697834695e-02,-8.881594130888865735e-01,-6.217925404926694100e-02,1.407940227755366536e-03,2.045901950635647948e-01,4.335590037127926566e-01,8.460166476543773406e-02
2.508545227177990666e-01,1.364202710516946304e-01,-1.787002088464895166e-02,-8.899867329494326462e-01,-6.117410917681764815e-02,1.457108486100366918e-03,2.045838262851054079e-01,4.332365803807681770e-01,8.457929764872107459e-02
2.512171738224260320e-01,1.380838646403841352e-01,-1.849572676048527597e-02,-8.918056260211755237e-01,-6.018093170048910423e-02,1.506883100117040186e-03,2.045772322458283554e-01,4.329134958971698754e-01,8.455729287890800805e-02
2.515798249270529419e-01,1.397307258275666264e-01,-1.913045669090962519e-02,-8.936161563690783183e-01,-5.919965554431216859e-02,1.557257984174276189e-03,2.045704096573325304e-01,4.325897533063655098e-01,8.453564612799036038e-02
2.519424760316798517e-01,1.413609510886812970e-01,-1.977412288983559918e-02,-8.954183901958487901e-01,-5.823021555013996320e-02,1.608227087741775918e-03,2.045633552629525509e-01,4.322653556291017329e-01,8.451435309175603372e-02
2.523051271363068171e-01,1.429746362768127277e-01,-2.042663748985251715e-02,-8.972123957804165606e-01,-5.727254746206345004e-02,1.659784395163121928e-03,2.045560658378733354e-01,4.319403058617404811e-01,8.449340948945915919e-02
2.526677782409337270e-01,1.445718767351880096e-01,-2.108791252093666913e-02,-8.989982439548196425e-01,-5.632658792738309828e-02,1.711923925450831163e-03,2.045485381891636312e-01,4.316146069754192016e-01,8.447281106349235902e-02
2.530304293455606368e-01,1.461527676093008488e-01,-2.175786020313630331e-02,-9.007760070348087567e-01,-5.539227403869206867e-02,1.764639732157791130e-03,2.045407691557601382e-01,4.312882619153189934e-01,8.445255357914249750e-02
2.533930804501876022e-01,1.477174029665673238e-01,-2.243639327568791586e-02,-9.025457586545413413e-01,-5.446954401292991577e-02,1.817925903145889421e-03,2.045327556083390563e-01,4.309612736001564581e-01,8.443263282430613081e-02
2.537557315548145120e-01,1.492658762009009266e-01,-2.312342347340745619e-02,-9.043075744098238999e-01,-5.355833698852219271e-02,1.871776560268711975e-03,2.045244944494036821e-01,4.306336449215891760e-01,8.441304460911824847e-02
2.541183826594414219e-01,1.507982801108673776e-01,-2.381886229810525890e-02,-9.060615310220154761e-01,-5.265859280130902320e-02,1.926185859141504864e-03,2.045159826135093395e-01,4.303053787436554867e-01,8.439378476565906340e-02
2.544810337640683873e-01,1.523147069055514891e-01,-2.452262106862734825e-02,-9.078077056687385848e-01,-5.177025185096750803e-02,1.981147988925568981e-03,2.045072170673382095e-01,4.299764779024880523e-01,8.437484914772508393e-02
2.548436848686952971e-01,1.538152482105878960e-01,-2.523461097310075729e-02,-9.095461766705978945e-01,-5.089325522834142745e-02,2.036657172116651537e-03,2.044981948097566171e-01,4.296469452060238670e-01,8.435623363060151814e-02
2.552063359733222070e-01,1.552999950743658708e-01,-2.595474398163633012e-02,-9.112770233765452588e-01,-5.002754468836023705e-02,2.092707664333781636e-03,2.044889128716969040e-01,4.293167834336101274e-01,8.433793411081669245e-02
2.555689870779491724e-01,1.567690379743966744e-01,-2.668293122218745594e-02,-9.130003246741678069e-01,-4.917306235811569337e-02,2.149293754111214483e-03,2.044793683161680864e-01,4.289859953359018707e-01,8.431994650595420193e-02
2.559316381825760822e-01,1.582224668238345622e-01,-2.741908324859965163e-02,-9.147161597637301078e-01,-4.832975088060420532e-02,2.206409762692818077e-03,2.044695582385128718e-01,4.286545836348887306e-01,8.430226675449159490e-02
2.562942892872029921e-01,1.596603712115149953e-01,-2.816311039139751671e-02,-9.164246086383167622e-01,-4.749755331333105346e-02,2.264050043870646789e-03,2.044594797665523211e-01,4.283225510236945421e-01,8.428489081563195207e-02
2.566569403918299574e-01,1.610828403458826052e-01,-2.891492275452423044e-02,-9.181257501557391620e-01,-4.667641280241419111e-02,2.322208983857043663e-03,2.044491300606671169e-01,4.279899001666392921e-01,8.426781466921251518e-02
2.570195914964568673e-01,1.624899624795865805e-01,-2.967443087742971386e-02,-9.198196626481403015e-01,-4.586627316456493020e-02,2.380881001043055889e-03,2.044385063137601488e-01,4.276566336995406559e-01,8.425103431556701938e-02
2.573822426010837772e-01,1.638818253217588783e-01,-3.044154540022425692e-02,-9.215064247535114106e-01,-4.506707871426263168e-02,2.440060545725764030e-03,2.044276057511587030e-01,4.273227542297534098e-01,8.423454577531386267e-02
2.577448937057107425e-01,1.652585160532904496e-01,-3.121617581762725635e-02,-9.231861136273975532e-01,-4.427877390714751726e-02,2.499742099914215032e-03,2.044164256308045324e-01,4.269882643363829278e-01,8.421834508924042062e-02
2.581075448103376524e-01,1.666201213342177745e-01,-3.199823139389090798e-02,-9.248588050799764204e-01,-4.350130336044211177e-02,2.559920177139574093e-03,2.044049632435027686e-01,4.266531665707982146e-01,8.420242831824775731e-02
2.584701959149645623e-01,1.679667273112346315e-01,-3.278762117514943952e-02,-9.265245744719314835e-01,-4.273461201936168408e-02,2.620589322267052879e-03,2.043932159130036341e-01,4.263174634569569799e-01,8.418679154326225156e-02
2.588328470195915276e-01,1.692984196252691476e-01,-3.358425422783950509e-02,-9.281834956521533009e-01,-4.197864494648140266e-02,2.681744111311390455e-03,2.043811809960380810e-01,4.259811574917614641e-01,8.417143086515466166e-02
2.591954981242184375e-01,1.706152834191647649e-01,-3.438804053183064369e-02,-9.298356403220631172e-01,-4.123334719316362751e-02,2.743379151254776716e-03,2.043688558821488144e-01,4.256442511457220190e-01,8.415634240472080752e-02
2.595581492288453473e-01,1.719174033513386490e-01,-3.519888879472743426e-02,-9.314810788891603188e-01,-4.049866395284906773e-02,2.805489079868772606e-03,2.043562379937549078e-01,4.253067468635808313e-01,8.414152230265803389e-02
2.599208003334723127e-01,1.732048639715286775e-01,-3.601670733296113980e-02,-9.331198802731712760e-01,-3.977454022031823300e-02,2.868068565606840536e-03,2.043433247864536728e-01,4.249686470648165182e-01,8.412696671957531347e-02
2.602834514380992226e-01,1.744777491948443782e-01,-3.684140429205928768e-02,-9.347521105762934823e-01,-3.906092096040802986e-02,2.931112307469119216e-03,2.043301137491227992e-01,4.246299541444249481e-01,8.411267183603488018e-02
2.606461025427261324e-01,1.757361422403067586e-01,-3.767288767463439214e-02,-9.363778339020405461e-01,-3.835775131526730775e-02,2.994615034761505257e-03,2.043166024039766437e-01,4.242906704737922086e-01,8.409863385252513979e-02
2.610087536473530978e-01,1.769801258697980550e-01,-3.851106649105240365e-02,-9.379971125975719026e-01,-3.766497645806632377e-02,3.058571506886487157e-03,2.043027883064101324e-01,4.239507984013756170e-01,8.408484898942325536e-02
2.613714047519800077e-01,1.782097823961303895e-01,-3.935584924793156247e-02,-9.396100058546061895e-01,-3.698254131713296644e-02,3.122976513179054336e-03,2.042886690449068343e-01,4.236103402535945639e-01,8.407131348703389406e-02
2.617340558566069175e-01,1.794251936911144263e-01,-4.020714361668398240e-02,-9.412165702699968328e-01,-3.631039067736407944e-02,3.187824872744604576e-03,2.042742422412819892e-01,4.232692983358729011e-01,8.405802360565928222e-02
2.620967069612338829e-01,1.806264411936462366e-01,-4.106485718031471777e-02,-9.428168601980666530e-01,-3.564846924151821028e-02,3.253111434301514393e-03,2.042595055508498181e-01,4.229276749335162400e-01,8.404497562564061663e-02
2.624593580658607928e-01,1.818136059178052655e-01,-4.192889745431660486e-02,-9.444109267286302511e-01,-3.499672142693510679e-02,3.318831076024597593e-03,2.042444566624521674e-01,4.225854723127104862e-01,8.403216584742434492e-02
2.628220091704877026e-01,1.829867684609367551e-01,-4.279917244757269756e-02,-9.459988178894214172e-01,-3.435509139797909839e-02,3.384978705393004716e-03,2.042290932983807927e-01,4.222426927216689219e-01,8.401959059165997612e-02
2.631846602751146680e-01,1.841460090669198024e-01,-4.367559104681051352e-02,-9.475805789094455811e-01,-3.372352306565051805e-02,3.451549259050556984e-03,2.042134132141290026e-01,4.218993383916949114e-01,8.400724619929167414e-02
2.635473113797415778e-01,1.852914079633216637e-01,-4.455806081949775788e-02,-9.491562517010465605e-01,-3.310195971562768236e-02,3.518537702738910866e-03,2.041974141984717050e-01,4.215554115382912359e-01,8.399512903171779676e-02
2.639099624843684877e-01,1.864230446369363747e-01,-4.544648928326688875e-02,-9.507258747938895915e-01,-3.249034458055399810e-02,3.585939031159446344e-03,2.041810940737135427e-01,4.212109143623741225e-01,8.398323547091379737e-02
2.642726135889954531e-01,1.875409980955216049e-01,-4.634078400650087914e-02,-9.522894835020525584e-01,-3.188862066085240698e-02,3.653748267753220702e-03,2.041644506956888927e-01,4.208658490514700645e-01,8.397156191948407233e-02
2.646352646936223629e-01,1.886453469716071751e-01,-4.724085275567668774e-02,-9.538471095934251132e-01,-3.129673057726112262e-02,3.721960464545315261e-03,2.041474819537165697e-01,4.205202177809421737e-01,8.396010480077265026e-02
2.649979157982492728e-01,1.897361695303270146e-01,-4.814660482434485189e-02,-9.553987813498858728e-01,-3.071461657609253493e-02,3.790570702010276349e-03,2.041301857702870759e-01,4.201740227152647167e-01,8.394886055900041555e-02
2.653605669028762382e-01,1.908135436771858373e-01,-4.905794859437317967e-02,-9.569445236146325584e-01,-3.014222053207049612e-02,3.859574088940442849e-03,2.041125601009510238e-01,4.198272660092789987e-01,8.393782565939977847e-02
2.657232180075031480e-01,1.918775469657303390e-01,-4.997479214569411354e-02,-9.584843572980363824e-01,-2.957948384701003519e-02,3.928965762316716237e-03,2.040946029345391821e-01,4.194799498095304058e-01,8.392699658836810794e-02
2.660858691121300579e-01,1.929282566051329084e-01,-5.089704374983616830e-02,-9.600182998470145890e-01,-2.902634753405486379e-02,3.998740887182661297e-03,2.040763122931825713e-01,4.191320762556087764e-01,8.391636985362416201e-02
2.664485202167570232e-01,1.939657494676763072e-01,-5.182461190103770932e-02,-9.615463652265425765e-01,-2.848275220806906205e-02,4.068894656520605224e-03,2.040576862322370788e-01,4.187836474814082832e-01,8.390594198435041839e-02
2.668111713213839331e-01,1.949901022500717396e-01,-5.275740632087844162e-02,-9.630685631392030821e-01,-2.794863780513612284e-02,4.139422291158822986e-03,2.040387228400208919e-01,4.184346656165316425e-01,8.389570953138847376e-02
2.671738224260108430e-01,1.960013915821505748e-01,-5.369533725753949938e-02,-9.645848997398225322e-01,-2.742394363235911570e-02,4.210319039727794532e-03,2.040194202374963073e-01,4.180851327877062040e-01,8.388566906747629837e-02
2.675364735306378083e-01,1.969996933929167859e-01,-5.463831408101116338e-02,-9.660953778461762731e-01,-2.690860892033697382e-02,4.281580178520760782e-03,2.039997765783332362e-01,4.177350511200321748e-01,8.387581718737613379e-02
2.678991246352647182e-01,1.979850832824538998e-01,-5.558624650569887748e-02,-9.675999959863097466e-01,-2.640257233944787174e-02,4.353201011306762069e-03,2.039797900490063487e-01,4.173844227383660677e-01,8.386615050798973403e-02
2.682617757398916281e-01,1.989576365507539357e-01,-5.653904462704595346e-02,-9.690987486902873371e-01,-2.590577203273447537e-02,4.425176869217395392e-03,2.039594588686634014e-01,4.170332497688228335e-01,8.385666566855587423e-02
2.686244268445185934e-01,1.999174282043454376e-01,-5.749661929111749004e-02,-9.705916275583752473e-01,-2.541814581619350477e-02,4.497503110638234602e-03,2.039387812889199569e-01,4.166815343400324112e-01,8.384735933080500470e-02
2.689870779491455033e-01,2.008645329627762877e-01,-5.845888309777524938e-02,-9.720786201586966158e-01,-2.493963096132345569e-02,4.570175121104025351e-03,2.039177555934055253e-01,4.163292785844021626e-01,8.383822817911756875e-02
2.693497290537724131e-01,2.017990252649246585e-01,-5.942574770392550221e-02,-9.735597093933838764e-01,-2.447016406800583965e-02,4.643188313196100481e-03,2.038963800976161256e-01,4.159764846396939442e-01,8.382926892074415992e-02
2.697123801583993785e-01,2.027209792751318851e-01,-6.039712505838679135e-02,-9.750348757383693332e-01,-2.400968149073978708e-02,4.716538126441127687e-03,2.038746531490327474e-01,4.156231546503098562e-01,8.382047828597216643e-02
2.700750312630262884e-01,2.036304688892753845e-01,-6.137292765517443627e-02,-9.765040960636643952e-01,-2.355811910662719555e-02,4.790220027212965803e-03,2.038525731269692498e-01,4.152692907683865897e-01,8.381185302825655548e-02
2.704376823676531982e-01,2.045275680483240599e-01,-6.235306859561529080e-02,-9.779673420949039908e-01,-2.311541176601128456e-02,4.864229508691808590e-03,2.038301384423635287e-01,4.149148951553816023e-01,8.380338992449265501e-02
2.708003334722801636e-01,2.054123504172324921e-01,-6.333746294565134605e-02,-9.794245833643357990e-01,-2.268149411986364328e-02,4.938562090822884443e-03,2.038073475373112231e-01,4.145599699834037200e-01,8.379508577523864243e-02
2.711629845769070735e-01,2.062848891260444795e-01,-6.432602578670065796e-02,-9.808757864143951011e-01,-2.225630067551831459e-02,5.013213320169018772e-03,2.037841988847065577e-01,4.142045174361532744e-01,8.378693740477760610e-02
2.715256356815339833e-01,2.071452570589018549e-01,-6.531867210637631871e-02,-9.823209126182104178e-01,-2.183976514372654165e-02,5.088178769768969545e-03,2.037606909882565542e-01,4.138485397104012531e-01,8.377894166128807552e-02
2.718882867861609487e-01,2.079935268589196973e-01,-6.631531759957987049e-02,-9.837599208479774759e-01,-2.143182094840900831e-02,5.163454039049719668e-03,2.037368223823698976e-01,4.134920390173800753e-01,8.377109541704041984e-02
2.722509378907878030e-01,2.088297709328355012e-01,-6.731587870094690729e-02,-9.851927677911445080e-01,-2.103240128377192875e-02,5.239034753738991412e-03,2.037125916318943686e-01,4.131350175836335792e-01,8.376339556849066170e-02
2.726135889954147684e-01,2.096540614554451842e-01,-6.832027324229583698e-02,-9.866194056300172655e-01,-2.064143866402412542e-02,5.314916565781091506e-03,2.036879973317295978e-01,4.127774776522294964e-01,8.375583903644512329e-02
2.729762401000417338e-01,2.104664703738143849e-01,-6.932842064641286939e-02,-9.880397829712297408e-01,-2.025886509890639786e-02,5.391095153253200323e-03,2.036630381062849438e-01,4.124194214842255013e-01,8.374842276627547655e-02
2.733388912046685881e-01,2.112670694112641634e-01,-7.034023977500281077e-02,-9.894538473677099155e-01,-1.988461257598395093e-02,5.467566220283881506e-03,2.036377126092931977e-01,4.120608513595079847e-01,8.374114372801433337e-02
2.737015423092955535e-01,2.120559301010294107e-01,-7.135565029295376505e-02,-9.908615427963871625e-01,-1.951861254789477584e-02,5.544325496977364764e-03,2.036120195237660635e-01,4.117017695776316044e-01,8.373399891645583182e-02
2.740641934139225189e-01,2.128331241688372621e-01,-7.237457275445979832e-02,-9.922628085807967402e-01,-1.916079541601334313e-02,5.621368739414878135e-03,2.035859575616878470e-01,4.113421784593118691e-01,8.372698535144362797e-02
2.744268445185493732e-01,2.135987228399049975e-01,-7.339692877571479812e-02,-9.936575839058501280e-01,-1.881109195918417853e-02,5.698691729597804567e-03,2.035595254636612950e-01,4.109820803472937767e-01,8.372010007799290943e-02
2.747894956231763386e-01,2.143527969861107607e-01,-7.442264224336581080e-02,-9.950458054092563565e-01,-1.846943275120604966e-02,5.776290275293582965e-03,2.035327219983035230e-01,4.106214776068385364e-01,8.371334016625930907e-02
2.751521467278033040e-01,2.150954172721730728e-01,-7.545163689140244045e-02,-9.964274045993724016e-01,-1.813574754569957648e-02,5.854160209934011760e-03,2.035055459618618778e-01,4.102603726271162321e-01,8.370670271172442334e-02
2.755147978324301583e-01,2.158266541580999842e-01,-7.648383705494543605e-02,-9.978023130607507341e-01,-1.780996627625874851e-02,5.932297392540197833e-03,2.034779961781325586e-01,4.098987678221216457e-01,8.370018483531238562e-02
2.758774489370571237e-01,2.165465779013984182e-01,-7.751916808999270714e-02,-9.991704610022713595e-01,-1.749201877515860204e-02,6.010697707649059751e-03,2.034500714981667402e-01,4.095366656309097353e-01,8.369378368337521135e-02
2.762401000416840890e-01,2.172552585590303842e-01,-7.855755639783801314e-02,-1.000531773853936546e+00,-1.718183411663032345e-02,6.089357065239831002e-03,2.034217707998956515e-01,4.091740685187119642e-01,8.368749642784878429e-02
2.766027511463109434e-01,2.179527659891373759e-01,-7.959893035788967453e-02,-1.001886176419075625e+00,-1.687934141480829098e-02,6.168271400662339587e-03,2.033930929875826799e-01,4.088109789779164061e-01,8.368132026638308574e-02
2.769654022509379088e-01,2.186391698525103067e-01,-8.064321945074492959e-02,-1.003233593441375415e+00,-1.658446993170326067e-02,6.247436674564399439e-03,2.033640369912647072e-01,4.084473995281917569e-01,8.367525242230811067e-02
2.773280533555648741e-01,2.193145397305840127e-01,-8.169035328158757991e-02,-1.004573946173016985e+00,-1.629714832125328527e-02,6.326848872842294469e-03,2.033346017665299543e-01,4.080833327171320413e-01,8.366929014471746751e-02
2.776907044601917285e-01,2.199789453650202731e-01,-8.274026258402811251e-02,-1.005907153556067968e+00,-1.601730466329254199e-02,6.406504006654989425e-03,2.033047862942909401e-01,4.077187811213079938e-01,8.366343070868231813e-02
2.780533555648186939e-01,2.206324558879577680e-01,-8.379287923921596715e-02,-1.007233136087088088e+00,-1.574486782909501059e-02,6.486398112342750544e-03,2.032745895803713676e-01,4.073537473464039493e-01,8.365767141521240902e-02
2.784160066694456592e-01,2.212751401884740510e-01,-8.484813659604206748e-02,-1.008551812166738504e+00,-1.547976648272131328e-02,6.566527251272824550e-03,2.032440106550322811e-01,4.069882340273166532e-01,8.365200959115004498e-02
2.787786577740725136e-01,2.219070669615912372e-01,-8.590597012229661544e-02,-1.009863096573630603e+00,-1.522192874764716208e-02,6.646887509759835666e-03,2.032130485723218083e-01,4.066222438291916541e-01,8.364644258930542531e-02
2.791413088786994789e-01,2.225283047081902943e-01,-8.696631530894860518e-02,-1.011166906655960762e+00,-1.497128339878539549e-02,6.727474998995508493e-03,2.031817024096862490e-01,4.062557794476139295e-01,8.364096778843688185e-02
2.795039599833263888e-01,2.231389217346935183e-01,-8.802910871117797242e-02,-1.012463159075942531e+00,-1.472775923601554737e-02,6.808285854978279872e-03,2.031499712677734548e-01,4.058888436082669360e-01,8.363558259312797727e-02
2.798666110879532987e-01,2.237389861525160839e-01,-8.909428810462571846e-02,-1.013751766498892870e+00,-1.449128444723690734e-02,6.889316238442577678e-03,2.031178542700181611e-01,4.055214390677812641e-01,8.363028443389408650e-02
2.802292621925802640e-01,2.243285658772955493e-01,-9.016179252799316757e-02,-1.015032644155751562e+00,-1.426178787234633205e-02,6.970562334788099612e-03,2.030853505621919020e-01,4.051535686139943193e-01,8.362507076717506926e-02
2.805919132972072294e-01,2.249077286278979848e-01,-9.123156322762682180e-02,-1.016305708059939583e+00,-1.403919866076819289e-02,7.052020354008536884e-03,2.030524593117735144e-01,4.047852350653432518e-01,8.361993907516096503e-02
2.809545644018340838e-01,2.254765421911391066e-01,-9.230354211699776101e-02,-1.017570870909589420e+00,-1.382344526882972602e-02,7.133686530668037484e-03,2.030191797074279991e-01,4.044164412713242562e-01,8.361488686586149299e-02
2.813172155064610491e-01,2.260350742789403178e-01,-9.337767186583256773e-02,-1.018828046842980228e+00,-1.361445649057824170e-02,7.215557123900429026e-03,2.029855109587482831e-01,4.040471901128321885e-01,8.360991167317066708e-02
2.816798666110880145e-01,2.265833920204762819e-01,-9.445389640481582916e-02,-1.020077152325462588e+00,-1.341216203860851053e-02,7.297628417289425684e-03,2.029514522958897338e-01,4.036774845014781121e-01,8.360501105663864507e-02
2.820425177157148688e-01,2.271215623378832760e-01,-9.553216092990979291e-02,-1.021318102149993745e+00,-1.321649147074266395e-02,7.379896718725742488e-03,2.029170029691116373e-01,4.033073273794703928e-01,8.360018260133372792e-02
2.824051688203418342e-01,2.276496519473600877e-01,-9.661241233790951455e-02,-1.022550810494887497e+00,-1.302737439277201759e-02,7.462358360332266294e-03,2.028821622482398501e-01,4.029367217200287010e-01,8.359542391786123350e-02
2.827678199249687996e-01,2.281677273568276654e-01,-9.769459917627898449e-02,-1.023775195582720787e+00,-1.284474135723057131e-02,7.545009698388671637e-03,2.028469294220586194e-01,4.025656705267632862e-01,8.359073264218330745e-02
2.831304710295956539e-01,2.286758548634009180e-01,-9.877867038326471061e-02,-1.024991175508759067e+00,-1.266852306236998515e-02,7.627847113255592504e-03,2.028113037979408784e-01,4.021941768329639899e-01,8.358610643542108143e-02
2.834931221342226193e-01,2.291741005506926498e-01,-9.986457614018462436e-02,-1.026198666437494023e+00,-1.249865000714667218e-02,7.710867009297794894e-03,2.027752847015517057e-01,4.018222437019732807e-01,8.358154298386410996e-02
2.838557732388495847e-01,2.296625302859252038e-01,-1.009522678929828388e-01,-1.027397589392346156e+00,-1.233505380064503498e-02,7.794065814805906101e-03,2.027388714763935784e-01,4.014498742266560116e-01,8.357703999880516932e-02
2.842184243434764390e-01,2.301412097294712744e-01,-1.020416984459844301e-01,-1.028587866747691315e+00,-1.217766647905405009e-02,7.877439981920031364e-03,2.027020634833308632e-01,4.010770715282730992e-01,8.357259521626170251e-02
2.845810754481034044e-01,2.306102047454072768e-01,-1.031328225628054263e-01,-1.029769418726651509e+00,-1.202641949993266124e-02,7.960985986628865696e-03,2.026648600999882976e-01,4.007038387566259630e-01,8.356820639700335285e-02
2.849437265527303698e-01,2.310695807512948008e-01,-1.042255955572839454e-01,-1.030942170091341925e+00,-1.188124555520264636e-02,8.044700328726062111e-03,2.026272607202957987e-01,4.003301790896247603e-01,8.356387132643272597e-02
2.853063776573572241e-01,2.315194027174576341e-01,-1.053199737881684861e-01,-1.032106048397292142e+00,-1.174207823568584885e-02,8.128579531647694978e-03,2.025892647541993608e-01,3.999560957319581167e-01,8.355958781419881021e-02
