S_in,E_required_dB,eta_required,gamma_effective_required,beta,q_active,gamma_target,Ka
2.369477911646586388e-01,1.339999999999843538e+00,9.926357990038950918e-01,4.054256190537431337e+01,2.859780928502222874e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
2.467871485943775589e-01,1.339999999999843538e+00,9.923203826094775248e-01,4.052967924618604201e+01,2.978534543329857787e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
2.566265060240964235e-01,1.339999999999843538e+00,9.920041474124082770e-01,4.051676314436229376e+01,3.097288158157492255e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
2.664658634538152882e-01,1.339999999999843538e+00,9.916871093054009378e-01,4.050381424901456739e+01,3.216041772985127167e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
2.763052208835341528e-01,1.344999999999843432e+00,9.914097452576647873e-01,4.053913131802011094e+01,3.334795387812761192e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
2.861445783132530174e-01,1.344999999999843432e+00,9.910925917328818890e-01,4.052616278664280003e+01,3.453549002640395660e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
2.959839357429719375e-01,1.344999999999843432e+00,9.907746473323368885e-01,4.051316191604698957e+01,3.572302617468031016e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
3.058232931726908022e-01,1.349999999999843325e+00,9.905008129865527922e-01,4.054862118537062798e+01,3.691056232295665485e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
3.156626506024096668e-01,1.349999999999843325e+00,9.901827439780818141e-01,4.053560023721369987e+01,3.809809847123299953e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
3.255020080321285314e-01,1.349999999999843325e+00,9.898638532315927607e-01,4.052254564916150059e+01,3.928563461950934865e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
3.353413654618473960e-01,1.349999999999843325e+00,9.895441613550548521e-01,4.050945826485266110e+01,4.047317076778569778e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
3.451807228915663162e-01,1.354999999999843219e+00,9.892746154431041328e-01,4.054507611417678703e+01,4.166070691606204690e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
3.550200803212851808e-01,1.354999999999843219e+00,9.889548041362239417e-01,4.053196875897206297e+01,4.284824306433838714e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
3.648594377510040454e-01,1.354999999999843219e+00,9.886341591795456685e-01,4.051882723692024513e+01,4.403577921261473627e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
3.746987951807229100e-01,1.354999999999843219e+00,9.883126909198413079e-01,4.050565197208019441e+01,4.522331536089108539e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
3.845381526104417746e-01,1.359999999999843112e+00,9.880474683762491273e-01,4.054143010665450220e+01,4.641085150916742563e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
3.943775100401606948e-01,1.359999999999843112e+00,9.877258799236635634e-01,4.052823473275709887e+01,4.759838765744377476e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
4.042168674698795594e-01,1.359999999999843112e+00,9.874034547008995188e-01,4.051500502461889397e+01,4.878592380572012388e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
4.140562248995984240e-01,1.359999999999843112e+00,9.870801553650166982e-01,4.050173944998940812e+01,4.997345995399646412e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
4.238955823293172887e-01,1.364999999999843006e+00,9.868193246024301590e-01,4.053768095181919051e+01,5.116099610227281325e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
4.337349397590362088e-01,1.364999999999843006e+00,9.864959238721326962e-01,4.052439593064303125e+01,5.234853225054917125e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
4.435742971887550734e-01,1.364999999999843006e+00,9.861716725052690480e-01,4.051107596605538674e+01,5.353606839882551149e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
4.534136546184739380e-01,1.369999999999842899e+00,9.859145026596340955e-01,4.054716644080600929e+01,5.472360454710185174e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
4.632530120481928027e-01,1.369999999999842899e+00,9.855901207600287206e-01,4.053382576386272262e+01,5.591114069537820086e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
4.730923694779116673e-01,1.369999999999842899e+00,9.852648980084746100e-01,4.052045050566129447e+01,5.709867684365454110e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
4.829317269076305874e-01,1.369999999999842899e+00,9.849387929041689693e-01,4.050703895942092458e+01,5.828621299193089911e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
4.927710843373494520e-01,1.374999999999842792e+00,9.846860845445283283e-01,4.054329629654123579e+01,5.947374914020724823e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
5.026104417670683722e-01,1.374999999999842792e+00,9.843598673268190158e-01,4.052986468465780234e+01,6.066128528848358847e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
5.124497991967872368e-01,1.374999999999842792e+00,9.840327625501033015e-01,4.051639652857175378e+01,6.184882143675993760e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
5.222891566265061014e-01,1.374999999999842792e+00,9.837047803399621149e-01,4.050289224519204367e+01,6.303635758503628672e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
5.321285140562249660e-01,1.379999999999842686e+00,9.834565412394364881e-01,4.053931704790690560e+01,6.422389373331262696e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
5.419678714859438307e-01,1.379999999999842686e+00,9.831284613562131236e-01,4.052579318198571912e+01,6.541142988158897609e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
5.518072289156628063e-01,1.379999999999842686e+00,9.827994581348313829e-01,4.051223125490293597e+01,6.659896602986533409e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
5.616465863453816709e-01,1.384999999999842579e+00,9.825550122745595472e-01,4.054881157035582362e+01,6.778650217814168322e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
5.714859437751005355e-01,1.384999999999842579e+00,9.822258853610796869e-01,4.053522891591845934e+01,6.897403832641802346e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
5.813253012048194002e-01,1.384999999999842579e+00,9.818958831318681524e-01,4.052161013829997671e+01,7.016157447469437258e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
5.911646586345382648e-01,1.384999999999842579e+00,9.815649607140436439e-01,4.050795338565290393e+01,7.134911062297072171e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
6.010040160642571294e-01,1.389999999999842473e+00,9.813250876518256893e-01,4.054470608331682513e+01,7.253664677124706195e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
6.108433734939759940e-01,1.389999999999842473e+00,9.809940325761233870e-01,4.053102811776734171e+01,7.372418291952341107e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
6.206827309236948587e-01,1.389999999999842473e+00,9.806620865736164205e-01,4.051731334243292082e+01,7.491171906779976020e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
6.305220883534137233e-01,1.389999999999842473e+00,9.803292211061026551e-01,4.050356057822109079e+01,7.609925521607610044e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
6.403614457831326989e-01,1.394999999999842366e+00,9.800939336668917923e-01,4.054048647807567107e+01,7.728679136435245844e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
6.502008032128515636e-01,1.394999999999842366e+00,9.797609472578340251e-01,4.052671286867960276e+01,7.847432751262880757e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
6.600401606425704282e-01,1.394999999999842366e+00,9.794270155013632406e-01,4.051290015604791250e+01,7.966186366090514781e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
6.698795180722892928e-01,1.399999999999842260e+00,9.791956348395747245e-01,4.054998738900996358e+01,8.084939980918148805e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
6.797188755020081574e-01,1.399999999999842260e+00,9.788615598398945350e-01,4.053615283282729109e+01,8.203693595745784606e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
6.895582329317270220e-01,1.399999999999842260e+00,9.785266062407813603e-01,4.052228189249965595e+01,8.322447210573418630e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
6.993975903614458867e-01,1.399999999999842260e+00,9.781906840434864137e-01,4.050837084104134789e+01,8.441200825401052654e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
7.092369477911647513e-01,1.404999999999842153e+00,9.779639741287594612e-01,4.054563546418238928e+01,8.559954440228688455e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
7.190763052208836159e-01,1.404999999999842153e+00,9.776279036259012400e-01,4.053170223917653203e+01,8.678708055056322479e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
7.289156626506025916e-01,1.404999999999842153e+00,9.772909290171936103e-01,4.051773153063636101e+01,8.797461669883956503e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
7.387550200803214562e-01,1.404999999999842153e+00,9.769529996991255238e-01,4.050372124057914647e+01,8.916215284711592304e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
7.485943775100403208e-01,1.409999999999842046e+00,9.767309835199097234e-01,4.054116450294415586e+01,9.034968899539226328e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
7.584337349397591854e-01,1.409999999999842046e+00,9.763929016530782379e-01,4.052713174181551636e+01,9.153722514366860352e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
7.682730923694780500e-01,1.409999999999842046e+00,9.760538764530792832e-01,4.051305982576523235e+01,9.272476129194496153e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
7.781124497991969147e-01,1.414999999999841940e+00,9.758358324369892367e-01,4.055066829270367634e+01,9.391229744022130177e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
7.879518072289157793e-01,1.414999999999841940e+00,9.754966619944958062e-01,4.053657413090814998e+01,9.509983358849764201e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
7.977911646586346439e-01,1.414999999999841940e+00,9.751565118660304732e-01,4.052243925845253614e+01,9.628736973677400002e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
8.076305220883535085e-01,1.414999999999841940e+00,9.748154039009273575e-01,4.050826458328165813e+01,9.747490588505034026e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
8.174698795180724842e-01,1.419999999999841833e+00,9.746022141491722524e-01,4.054605903908291964e+01,9.866244203332671603e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
8.273092369477913488e-01,1.419999999999841833e+00,9.742609461351773303e-01,4.053186137685447221e+01,9.984997818160305627e+00,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
8.371485943775102134e-01,1.419999999999841833e+00,9.739186895575823177e-01,4.051762258773597836e+01,1.010375143298793965e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
8.469879518072290780e-01,1.419999999999841833e+00,9.735754499626831926e-01,4.050334290246820501e+01,1.022250504781557190e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
8.568273092369479427e-01,1.424999999999841727e+00,9.733671282369569244e-01,4.054132422791578705e+01,1.034125866264320770e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
8.666666666666668073e-01,1.424999999999841727e+00,9.730237416879409240e-01,4.052702197235844039e+01,1.046001227747084172e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
8.765060240963856719e-01,1.424999999999841727e+00,9.726793743705722806e-01,4.051267886721144151e+01,1.057876589229847575e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
8.863453815261045365e-01,1.429999999999841620e+00,9.724751434550626961e-01,4.055083153304695287e+01,1.069751950712611155e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
8.961847389558234012e-01,1.429999999999841620e+00,9.721305896177167005e-01,4.053646412766254059e+01,1.081627312195374557e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
9.060240963855423768e-01,1.429999999999841620e+00,9.717850516104845626e-01,4.052205568379244482e+01,1.093502673678138315e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
9.158634538152612414e-01,1.429999999999841620e+00,9.714384973050552707e-01,4.050760486173174968e+01,1.105378035160901717e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
9.257028112449801061e-01,1.434999999999841513e+00,9.712392569044923096e-01,4.054595020942547734e+01,1.117253396643665120e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
9.355421686746989707e-01,1.434999999999841513e+00,9.708925301453894541e-01,4.053147554130336516e+01,1.129128758126428700e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
9.453815261044178353e-01,1.434999999999841513e+00,9.705447854723784351e-01,4.051695837872239991e+01,1.141004119609192102e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
9.552208835341366999e-01,1.434999999999841513e+00,9.701960513920279139e-01,4.050239991173530285e+01,1.152879481091955505e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
9.650602409638555645e-01,1.439999999999841407e+00,9.700017847284938544e-01,4.054093755790611908e+01,1.164754842574719085e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
9.748995983935744292e-01,1.439999999999841407e+00,9.696528627494264141e-01,4.052635446704107380e+01,1.176630204057482487e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
9.847389558232932938e-01,1.439999999999841407e+00,9.693029207058940777e-01,4.051172874288356240e+01,1.188505565540245890e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
9.945783132530121584e-01,1.444999999999841300e+00,9.691128617807909240e-01,4.055044384612693875e+01,1.200380927023009470e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.004417670682731023e+00,1.444999999999841300e+00,9.687627379229803992e-01,4.053579366615796431e+01,1.212256288505772694e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.014257028112449888e+00,1.444999999999841300e+00,9.684115675200714035e-01,4.052109969575970183e+01,1.224131649988536097e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.024096385542168752e+00,1.444999999999841300e+00,9.680593765486970037e-01,4.050636302186850202e+01,1.236007011471299499e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.033935742971887617e+00,1.449999999999841194e+00,9.678744414271657215e-01,4.054527742450598993e+01,1.247882372954063079e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.043775100401606482e+00,1.449999999999841194e+00,9.675220380450592073e-01,4.053051487651291040e+01,1.259757734436826482e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.053614457831325568e+00,1.449999999999841194e+00,9.671686017575681360e-01,4.051570905902786279e+01,1.271633095919590417e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.063453815261044433e+00,1.454999999999841087e+00,9.669879165184704917e-01,4.055480354066530424e+01,1.283508457402353820e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.073293172690763297e+00,1.454999999999841087e+00,9.666343052153909543e-01,4.053997332750423510e+01,1.295383818885117222e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.083132530120482162e+00,1.454999999999841087e+00,9.662796178121575430e-01,4.052509798344794945e+01,1.307259180367880802e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.092971887550201027e+00,1.454999999999841087e+00,9.659238444839516324e-01,4.051017709645037002e+01,1.319134541850644027e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.102811244979919891e+00,1.459999999999840981e+00,9.657484150695881953e-01,4.054947715577834089e+01,1.331009903333407429e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.112650602409638756e+00,1.459999999999840981e+00,9.653924706928567190e-01,4.053453189866191053e+01,1.342885264816171009e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.122489959839357621e+00,1.459999999999840981e+00,9.650354161140266562e-01,4.051954002680199807e+01,1.354760626298934412e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.132329317269076485e+00,1.459999999999840981e+00,9.646772912290447755e-01,4.050450321533445219e+01,1.366635987781697814e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.142168674698795350e+00,1.464999999999840874e+00,9.645071395017517091e-01,4.054401010624433610e+01,1.378511349264461394e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.152008032128514214e+00,1.464999999999840874e+00,9.641488306292360644e-01,4.052894823894086329e+01,1.390386710747224797e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.161847389558233079e+00,1.464999999999840874e+00,9.637893790980596176e-01,4.051383833885214614e+01,1.402262072229988199e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.171686746987951944e+00,1.469999999999840767e+00,9.636236348394139339e-01,4.055353322977464359e+01,1.414137433712751779e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.181526104417670808e+00,1.469999999999840767e+00,9.632639990647948736e-01,4.053839816997605539e+01,1.426012795195515181e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.191365461847389673e+00,1.469999999999840767e+00,9.629033054408092651e-01,4.052321859120980463e+01,1.437888156678278584e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.201204819277108538e+00,1.469999999999840767e+00,9.625414603636284205e-01,4.050799055421387607e+01,1.449763518161042164e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.211044176706827402e+00,1.474999999999840661e+00,9.623810536754925371e-01,4.054789556084502777e+01,1.461638879643805566e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.220883534136546489e+00,1.474999999999840661e+00,9.620190348235179156e-01,4.053264266019318995e+01,1.473514241126569146e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.230722891566265353e+00,1.474999999999840661e+00,9.616558504383752037e-01,4.051734065225999615e+01,1.485389602609332727e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.240562248995984218e+00,1.474999999999840661e+00,9.612915663515432252e-01,4.050199231071593431e+01,1.497264964092096129e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.250401606425703083e+00,1.479999999999840554e+00,9.611366017819159557e-01,4.054211217858156857e+01,1.509140325574859531e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.260240963855421947e+00,1.479999999999840554e+00,9.607721013661152387e-01,4.052673703136614591e+01,1.521015687057623111e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.270080321285140812e+00,1.479999999999840554e+00,9.604064040957375203e-01,4.051131139911827717e+01,1.532891048540386514e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.279919678714859677e+00,1.484999999999840448e+00,9.602560277093707963e-01,4.055162823131273342e+01,1.544766410023149916e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.289759036144578541e+00,1.484999999999840448e+00,9.598901741667923426e-01,4.053617823004469756e+01,1.556641771505913496e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.299598393574297406e+00,1.484999999999840448e+00,9.595231311473718661e-01,4.052067799714957630e+01,1.568517132988676899e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.309437751004016270e+00,1.484999999999840448e+00,9.591549393343951069e-01,4.050512925068321834e+01,1.580392494471440301e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.319277108433735135e+00,1.489999999999840341e+00,9.590100850813889632e-01,4.054566511436282639e+01,1.592267855954203881e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.329116465863454000e+00,1.489999999999840341e+00,9.586416637004212538e-01,4.053008875060391603e+01,1.604143217436967106e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.338955823293172864e+00,1.489999999999840341e+00,9.582720926393368810e-01,4.051446377990570369e+01,1.616018578919730686e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.348795180722891729e+00,1.494999999999840234e+00,9.581318842963659765e-01,4.055519999083036708e+01,1.627893940402494266e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.358634538152610594e+00,1.494999999999840234e+00,9.577620818101820754e-01,4.053954722524548515e+01,1.639769301885257491e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.368473895582329458e+00,1.494999999999840234e+00,9.573911075604710774e-01,4.052384486199564151e+01,1.651644663368021071e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.378313253012048323e+00,1.494999999999840234e+00,9.570188989706138738e-01,4.050809025237731475e+01,1.663520024850784651e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.388152610441767187e+00,1.499999999999840128e+00,9.568843502937902645e-01,4.054905211955640709e+01,1.675395386333547876e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.397991967871486052e+00,1.499999999999840128e+00,9.565119499684509030e-01,4.053327123632126217e+01,1.687270747816311456e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.407831325301205139e+00,1.499999999999840128e+00,9.561383250350813379e-01,4.051743845894151264e+01,1.699146109299075036e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.417670682730924003e+00,1.499999999999840128e+00,9.557634745114650388e-01,4.050155374579462375e+01,1.711021470781838616e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.427510040160642868e+00,1.504999999999840021e+00,9.556346744082508948e-01,4.054274539806001343e+01,1.722896832264602196e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.437349397590361733e+00,1.504999999999840021e+00,9.552595984519576255e-01,4.052683282246165675e+01,1.734772193747365421e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.447188755020080597e+00,1.504999999999840021e+00,9.548832748157825012e-01,4.051086731411699304e+01,1.746647555230129001e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
1.457028112449799462e+00,1.509999999999839915e+00,9.547592843360909187e-01,4.055226768357786682e+01,1.758522916712892581e+01,5.508537983458214153e-03,4.050127874844481113e+01,1.810000000000000000e+02
