P_FA,P_MD_exact,P_MD_OR
6.631981202212675134e-06,9.875652397155096351e-02,1.024509867598600854e-01
6.786773050723302017e-06,9.788877476488300200e-02,1.015507752203311242e-01
6.945177773823689313e-06,9.702567696669751884e-02,1.006553890975916410e-01
7.107279696773411969e-06,9.616723166032055403e-02,9.976482951549470179e-02
7.273165113001454420e-06,9.531343972283340404e-02,9.887909738393302339e-02
7.442922330043758391e-06,9.446430182520516861e-02,9.799819339897658521e-02
7.616641716552891624e-06,9.361981843244003565e-02,9.712211804302522955e-02
7.794415750404950390e-06,9.277998980374474458e-02,9.625087158498263351e-02
7.976339067929281247e-06,9.194481599271281391e-02,9.538445408044721185e-02
8.162508514287236875e-06,9.111429684752771208e-02,9.452286537192300386e-02
8.353023195026770343e-06,9.028843201118132156e-02,9.366610508904632537e-02
8.547984528840405692e-06,8.946722092171405238e-02,9.281417264883473628e-02
8.747496301554414961e-06,8.865066281246840318e-02,9.196706725595027443e-02
8.951664721378302299e-06,8.783875671236471283e-02,9.112478790298533804e-02
9.160598475443709407e-06,8.703150144619205275e-02,9.028733337076461085e-02
9.374408787662999990e-06,8.622889563491767384e-02,8.945470222866597210e-02
9.593209477938250218e-06,8.543093769601428633e-02,8.862689283496011372e-02
9.817117022752183588e-06,8.463762584380586651e-02,8.780390333716919793e-02
1.004625061717340349e-05,8.384895808982996412e-02,8.698573167244277871e-02
1.028073223830864773e-05,8.306493224321946645e-02,8.617237556795381836e-02
1.052068671023622922e-05,8.228554591110145977e-02,8.536383254131246767e-02
1.076624177045493382e-05,8.151079649901302182e-02,8.456009990099749851e-02
1.101752813788387281e-05,8.074068121133681775e-02,8.376117474680799813e-02
1.127467958244947345e-05,7.997519705175293314e-02,8.296705397033232732e-02
1.153783299629661965e-05,7.921434082370841512e-02,8.217773425543511978e-02
1.180712846666189158e-05,7.845810913090693617e-02,8.139321207876520914e-02
1.208270935044775918e-05,7.770649837781187785e-02,8.061348371027765580e-02
1.236472235053715054e-05,7.695950477017197977e-02,7.983854521377897751e-02
1.265331759388942887e-05,7.621712431556099121e-02,7.906839244748703477e-02
1.294864871145904885e-05,7.547935282393679335e-02,7.830302106461099754e-02
1.325087291997953872e-05,7.474618590821767439e-02,7.754242651394929742e-02
1.356015110565632028e-05,7.401761898487629887e-02,7.678660404050570432e-02
1.387664790981307146e-05,7.329364727455082995e-02,7.603554868612334705e-02
1.420053181653681733e-05,7.257426580267435645e-02,7.528925529013774653e-02
1.453197524236895456e-05,7.185946940012097328e-02,7.454771849004693252e-02
1.487115462808953834e-05,7.114925270386948664e-02,7.381093272220015655e-02
1.521825053264386973e-05,7.044361015768470236e-02,7.307889222250450734e-02
1.557344772926135167e-05,6.974253601281647785e-02,7.235159102715019164e-02
1.593693530381776085e-05,6.904602432871473350e-02,7.162902297335228818e-02
1.630890675549334320e-05,6.835406897376268553e-02,7.091118170011136146e-02
1.668956009978023132e-05,6.766666362602710705e-02,7.019806064899192233e-02
1.707909797389426672e-05,6.698380177402550595e-02,6.948965306491812488e-02
1.747772774464680730e-05,6.630547671751049754e-02,6.878595199698761542e-02
1.788566161883461801e-05,6.563168156827085820e-02,6.808695029930247888e-02
1.830311675620613092e-05,6.496240925094944052e-02,6.739264063181782394e-02
1.873031538506438325e-05,6.429765250387876885e-02,6.670301546120856184e-02
1.916748492056813148e-05,6.363740387993234437e-02,6.601806706175261663e-02
1.961485808579429278e-05,6.298165574739270078e-02,6.533778751623142700e-02
2.007267303562568187e-05,6.233040029083710548e-02,6.466216871684876688e-02
2.054117348353064369e-05,6.168362951203858885e-02,6.399120236616553936e-02
2.102060883130158218e-05,6.104133523088418195e-02,6.332487997805229252e-02
2.151123430182167256e-05,6.040350908630874593e-02,6.266319287865802778e-02
2.201331107493032503e-05,5.977014253724606541e-02,6.200613220739686904e-02
2.252710642645982801e-05,5.914122686359555431e-02,6.135368891795093399e-02
2.305289387051710681e-05,5.851675316720458125e-02,6.070585377928938708e-02
2.359095330508633920e-05,5.789671237286778821e-02,6.006261737670515882e-02
2.414157116103017906e-05,5.728109522934188291e-02,5.942397011286770780e-02
2.470504055456825338e-05,5.666989231037597441e-02,5.878990220889190182e-02
2.528166144331500363e-05,5.606309401575732682e-02,5.816040370542285148e-02
2.587174078595924027e-05,5.546069057237414113e-02,5.753546446373852125e-02
2.647559270567063870e-05,5.486267203529202746e-02,5.691507416686640564e-02
2.709353865732048913e-05,5.426902828884724167e-02,5.629922232071771226e-02
2.772590759860481179e-05,5.367974904775422301e-02,5.568789825523629694e-02
2.837303616516211350e-05,5.309482385822875822e-02,5.508109112556386355e-02
2.903526884977813914e-05,5.251424209912625846e-02,5.447878991322083198e-02
2.971295818577334298e-05,5.193799298309455942e-02,5.388098342730224949e-02
3.040646493467068516e-05,5.136606555774207716e-02,5.328766030568962697e-02
3.111615827824363206e-05,5.079844870681998747e-02,5.269880901627740227e-02
3.184241601504656015e-05,5.023513115141935853e-02,5.211441785821479405e-02
3.258562476153222947e-05,4.967610145118278586e-02,5.153447496316281018e-02
3.334618015786362555e-05,4.912134800552999531e-02,5.095896829656566818e-02
3.412448707852889151e-05,4.857085905489768457e-02,5.038788565893705107e-02
3.492095984787271714e-05,4.802462268199375606e-02,4.982121468716120549e-02
3.573602246065788401e-05,4.748262681306482380e-02,4.925894285580795229e-02
3.657010880777493455e-05,4.694485921917813942e-02,4.870105747846247696e-02
3.742366290721976937e-05,4.641130751751637584e-02,4.814754570906861625e-02
3.829713914046277195e-05,4.588195917268616392e-02,4.759839454328632785e-02
3.919100249433402197e-05,4.535680149804102723e-02,4.705359081986408565e-02
4.010572880855495893e-05,4.483582165701537753e-02,4.651312122202282823e-02
4.104180502904709518e-05,4.431900666447319975e-02,4.597697227885507582e-02
4.199972946715305953e-05,4.380634338806891487e-02,4.544513036673670375e-02
4.298001206490798361e-05,4.329781854962137105e-02,4.491758171075231620e-02
4.398317466650228581e-05,4.279341872649976980e-02,4.439431238613304742e-02
4.500975129608051229e-05,4.229313035302255386e-02,4.387530831970778283e-02
4.606028844202398492e-05,4.179693972186828560e-02,4.336055529136677994e-02
4.713534534786907132e-05,4.130483298549853660e-02,4.285003893553785553e-02
4.823549431001467481e-05,4.081679615759304519e-02,4.234374474267514621e-02
4.936132098237916882e-05,4.033281511449623991e-02,4.184165806075981070e-02
5.051342468816766475e-05,3.985287559667503171e-02,4.134376409681234793e-02
5.169241873891592971e-05,3.937696321018937379e-02,4.085004791841813365e-02
5.289893076098145871e-05,3.890506342817185576e-02,4.036049445526243562e-02
5.413360302965375723e-05,3.843716159232096058e-02,3.987508850067944532e-02
5.539709281106400149e-05,3.797324291440273142e-02,3.939381471321018457e-02
5.669007271207433866e-05,3.751329247776492154e-02,3.891665761817329067e-02
5.801323103833378413e-05,3.705729523886054644e-02,3.844360160924553682e-02
5.936727216069126418e-05,3.660523602878253124e-02,3.797463095005392669e-02
6.075291689016077101e-05,3.615709955480816973e-02,3.750972977577789885e-02
6.217090286163833989e-05,3.571287040195331164e-02,3.704888209476168287e-02
6.362198492657495643e-05,3.527253303453670163e-02,3.659207179013713312e-02
6.510693555481455010e-05,3.483607179775411594e-02,3.613928262145678361e-02
6.662654524581149520e-05,3.440347091926088813e-02,3.569049822633554858e-02
6.818162294944478516e-05,3.397471451076498894e-02,3.524570212210340753e-02
6.977299649665538337e-05,3.354978656962809280e-02,3.480487770746639592e-02
7.140151304013403336e-05,3.312867098047585224e-02,3.436800826417705373e-02
7.306803950529492200e-05,3.271135151681667241e-02,3.393507695871383900e-02
7.477346305177580746e-05,3.229781184266909688e-02,3.350606684396931906e-02
7.651869154570817787e-05,3.188803551419731874e-02,3.308096086094692440e-02
7.830465404301183510e-05,3.148200598135430378e-02,3.265974184046550877e-02
8.013230128396886748e-05,3.107970658953338947e-02,3.224239250487273556e-02
8.200260619934131279e-05,3.068112058122716979e-02,3.182889546976603451e-02
8.391656442830161045e-05,3.028623109769338489e-02,3.141923324572080262e-02
8.587519484845179956e-05,2.989502118062896049e-02,3.101338824002707051e-02
8.787954011821328749e-05,2.950747377384960873e-02,3.061134275843194197e-02
8.993066723187614258e-05,2.912357172497802293e-02,3.021307900689092912e-02
9.202966808760410129e-05,2.874329778713642300e-02,2.981857909332383955e-02
9.417766006869519380e-05,2.836663462064765301e-02,2.942782502937948963e-02
9.637578663841088868e-05,2.799356479474077175e-02,2.904079873220510866e-02
9.862521794868783656e-05,2.762407078926306866e-02,2.865748202622240420e-02
1.009271514630570804e-04,2.725813499639831092e-02,2.827785664491008766e-02
1.032828125941028506e-04,2.689573972238921279e-02,2.790190423259077471e-02
1.056934553557988362e-04,2.653686718926664273e-02,2.752960634622489064e-02
1.081603630310709380e-04,2.618149953658242129e-02,2.716094445720828102e-02
1.106848488549411983e-04,2.582961882314794080e-02,2.679589995317588694e-02
1.132682567136153722e-04,2.548120702877707325e-02,2.643445413980984038e-02
1.159119618598885670e-04,2.513624605603301254e-02,2.607658824265166736e-02
1.186173716452477994e-04,2.479471773197997053e-02,2.572228340891950099e-02
1.213859262690627708e-04,2.445660380993792266e-02,2.537152070932849335e-02
1.242190995452617476e-04,2.412188597124183959e-02,2.502428113991583478e-02
1.271183996869028896e-04,2.379054582700383669e-02,2.468054562386883671e-02
1.300853701090570616e-04,2.346256491987883802e-02,2.434029501335666090e-02
1.331215902504307683e-04,2.313792472583271406e-02,2.400351009136457783e-02
1.362286764141646810e-04,2.281660665591394785e-02,2.367017157353192361e-02
1.394082826282577292e-04,2.249859205802716422e-02,2.334026010999199277e-02
1.426621015260736780e-04,2.218386221870912237e-02,2.301375628721443259e-02
1.459918652473978645e-04,2.187239836490704678e-02,2.269064062985013536e-02
1.493993463605257745e-04,2.156418166575831824e-02,2.237089360257748377e-02
1.528863588058729521e-04,2.125919323437211114e-02,2.205449561195067104e-02
1.564547588616095814e-04,2.095741412961214453e-02,2.174142700824909652e-02
1.601064461318317826e-04,2.065882535788078275e-02,2.143166808732825321e-02
1.638433645577984691e-04,2.036340787490377793e-02,2.112519909247121200e-02
1.676675034527699306e-04,2.007114258751588678e-02,2.082200021624104960e-02
1.715808985610004888e-04,1.978201035544651515e-02,2.052205160233328343e-02
1.755856331414468706e-04,1.949599199310619174e-02,2.022533334742919117e-02
1.796838390767719381e-04,1.921306827137224740e-02,1.993182550304827688e-02
1.838776980082326902e-04,1.893321991937465046e-02,1.964150807740092791e-02
1.881694424970555652e-04,1.865642762628119330e-02,1.935436103724037446e-02
1.925613572129198628e-04,1.838267204308194347e-02,1.907036430971389626e-02
1.970557801501798259e-04,1.811193378437241444e-02,1.878949778421271782e-02
2.016551038724746336e-04,1.784419343013588302e-02,1.851174131422097038e-02
2.063617767863858772e-04,1.757943152752407603e-02,1.823707471916303710e-02
2.111783044448244291e-04,1.731762859263592455e-02,1.796547778624880617e-02
2.161072508808376392e-04,1.705876511229460421e-02,1.769693027231721699e-02
2.211512399725488825e-04,1.680282154582235510e-02,1.743141190567747828e-02
2.263129568399529709e-04,1.654977832681267524e-02,1.716890238794752804e-02
2.315951492743152066e-04,1.629961586490003347e-02,1.690938139588999897e-02
2.370006292009327982e-04,1.605231454752659506e-02,1.665282858324498155e-02
2.425322741760353111e-04,1.580785474170581795e-02,1.639922358255964732e-02
2.481930289186255376e-04,1.556621679578257082e-02,1.614854600701418411e-02
2.539859068780723952e-04,1.532738104118995526e-02,1.590077545224433814e-02
2.599139918382933163e-04,1.509132779420164355e-02,1.565589149815932446e-02
2.659804395593758477e-04,1.485803735768098828e-02,1.541387371075636156e-02
2.721884794575179351e-04,1.462749002282485999e-02,1.517470164392973643e-02
2.785414163241766187e-04,1.439966607090384723e-02,1.493835484127612259e-02
2.850426320853434838e-04,1.417454577499694876e-02,1.470481283789415276e-02
2.916955876018796070e-04,1.395210940172152483e-02,1.447405516217909263e-02
2.985038245118729321e-04,1.373233721295815876e-02,1.424606133761223067e-02
3.054709671159967842e-04,1.351520946756974706e-02,1.402081088454427797e-02
3.126007243068703494e-04,1.330070642311499858e-02,1.379828332197297058e-02
3.198968915434537695e-04,1.308880833755599743e-02,1.357845816931450150e-02
3.273633528715244297e-04,1.287949547095963709e-02,1.336131494816862261e-02
3.350040829913132775e-04,1.267274808719242966e-02,1.314683318407684244e-02
3.428231493733970817e-04,1.246854645560902496e-02,1.293499240827412043e-02
3.508247144239792456e-04,1.226687085273365542e-02,1.272577215943320947e-02
3.590130377007068547e-04,1.206770156393446002e-02,1.251915198540161714e-02
3.673924781802074212e-04,1.187101888509070093e-02,1.231511144493119790e-02
3.759674965785467834e-04,1.167680312425233707e-02,1.211363010939979848e-02
3.847426577258501669e-04,1.148503460329179486e-02,1.191468756452483679e-02
3.937226329963479333e-04,1.129569365954790489e-02,1.171826341206872596e-02
4.029122027951348049e-04,1.110876064746160220e-02,1.152433727153577038e-02
4.123162591029752144e-04,1.092421594020323398e-02,1.133288878186035006e-02
4.219398080805023877e-04,1.074203993129111204e-02,1.114389760308602886e-02
4.317879727332021378e-04,1.056221303620150966e-02,1.095734341803576532e-02
4.418659956385941382e-04,1.038471569396939853e-02,1.077320593397254785e-02
4.521792417370702299e-04,1.020952836877994305e-02,1.059146488425042471e-02
4.627332011878688848e-04,1.003663155155068605e-02,1.041210002995587164e-02
4.735334922917116217e-04,9.866005761503815474e-03,1.023509116153888121e-02
4.845858644816495643e-04,9.697631547728787632e-03,1.006041810043404455e-02
4.958962013837211243e-04,9.531489490734705236e-03,9.888060700670999251e-03
5.074705239490465754e-04,9.367560203992481363e-03,9.717998850474293682e-03
5.193149936590212706e-04,9.205824335466468444e-03,9.550212473852305248e-03
5.314359158053241772e-04,9.046262569135411769e-03,9.384681532175091073e-03
5.438397428464795957e-04,8.888855626502564430e-03,9.221386025741013306e-03
5.565330778427645753e-04,8.733584268094587294e-03,9.060305995331687998e-03
5.695226779712824535e-04,8.580429294949289479e-03,8.901421523755399801e-03
5.828154581230845892e-04,8.429371550091853751e-03,8.744712737378543613e-03
5.964184945842459888e-04,8.280391919999404576e-03,8.590159807644987336e-03
6.103390288028621123e-04,8.133471336053715861e-03,8.437742952583125039e-03
6.245844712439617896e-04,7.988590775981815537e-03,8.287442438300362049e-03
6.391624053343999187e-04,7.845731265284566769e-03,8.139238580465163811e-03
6.540805914998252743e-04,7.704873878652578750e-03,7.993111745775906968e-03
6.693469712958660276e-04,7.565999741369780138e-03,7.849042353416981962e-03
6.849696716357446405e-04,7.429090030704076607e-03,7.707010876501465407e-03
7.009570091165617713e-04,7.294125977285102931e-03,7.566997843500414267e-03
7.173174944465612532e-04,7.161088866468906522e-03,7.428983839658602310e-03
7.340598369757211656e-04,7.029960039689323904e-03,7.292949508396455102e-03
7.511929493320969016e-04,6.900720895795962526e-03,7.158875552698078584e-03
7.687259521663728163e-04,6.773352892378458300e-03,7.026742736485062056e-03
7.866681790071581876e-04,6.647837547077037508e-03,6.896531885976065097e-03
8.050291812295981347e-04,6.524156438879198314e-03,6.768223891032011490e-03
8.238187331399601234e-04,6.402291209402193560e-03,6.641799706486544927e-03
8.430468371788967007e-04,6.282223564161281901e-03,6.517240353461726567e-03
8.627237292461450513e-04,6.163935273823647511e-03,6.394526920668866868e-03
8.828598841495150472e-04,6.047408175447716895e-03,6.273640565694200283e-03
9.034660211810524762e-04,5.932624173707796468e-03,6.154562516269338618e-03
9.245531098233570558e-04,5.819565242103857429e-03,6.037274071526313977e-03
9.461323755890769030e-04,5.708213424156297067e-03,5.921756603237034351e-03
9.682153059967085751e-04,5.598550834585739808e-03,5.807991557037223834e-03
9.908136566858666023e-04,5.490559660477327235e-03,5.695960453634265480e-03
1.013939457675291705e-03,5.384222162429825806e-03,5.585644889999296335e-03
1.037605019766911670e-03,5.279520675689150684e-03,5.477026540543141787e-03
1.061822941099383561e-03,5.176437611266193790e-03,5.370087158275952191e-03
1.086606113854596918e-03,5.074955457038942200e-03,5.264808575950559975e-03
1.111967731120698868e-03,4.975056778838644889e-03,5.161172707189276218e-03
1.137921293915315117e-03,4.876724221520038240e-03,5.059161547594150966e-03
1.164480618372685594e-03,4.779940510015371832e-03,4.958757175840434496e-03
1.191659843098558710e-03,4.684688450372239722e-03,4.859941754753228232e-03
1.219473436696738231e-03,4.590950930775049808e-03,4.762697532367174413e-03
1.247936205471311460e-03,4.498710922549994246e-03,4.667006842969011887e-03
1.277063301308643340e-03,4.407951481153605904e-03,4.572852108123124683e-03
1.306870229743346433e-03,4.318655747144438568e-03,4.480215837679567270e-03
1.337372858212496378e-03,4.230806947138185739e-03,4.389080630764916925e-03
1.368587424502517658e-03,4.144388394745858982e-03,4.299429176755541204e-03
1.400530545393219610e-03,4.059383491495040588e-03,4.211244256233327363e-03
1.433219225503573830e-03,3.975775727734132473e-03,4.124508741923747952e-03
1.466670866343968566e-03,3.893548683519482915e-03,4.039205599616181933e-03
1.500903275579735076e-03,3.812686029485360360e-03,3.955317889066428845e-03
1.535934676510897082e-03,3.733171527696577379e-03,3.872828764881233472e-03
1.571783717773162729e-03,3.654989032483882752e-03,3.791721477384927229e-03
1.608469483265355209e-03,3.578122491261922621e-03,3.711979373467988539e-03
1.646011502308549748e-03,3.502555945329642768e-03,3.633585897417391641e-03
1.684429760042315200e-03,3.428273530653301593e-03,3.556524591728907770e-03
1.723744708063619816e-03,3.355259478631751179e-03,3.480779097901017839e-03
1.763977275314043388e-03,3.283498116844183346e-03,3.406333157210630902e-03
1.805148879221108154e-03,3.212973869780045340e-03,3.333170611470304828e-03
1.847281437099634145e-03,3.143671259551358496e-03,3.261275403767213785e-03
1.890397377819221479e-03,3.075574906587090311e-03,3.190631579183496932e-03
1.934519653744044354e-03,3.008669530309804156e-03,3.121223285498220344e-03
1.979671752951332481e-03,2.942939949794342452e-03,3.053034773870702805e-03
2.025877711735016989e-03,2.878371084408654773e-03,2.986050399505314323e-03
2.073162127401228811e-03,2.814947954436663752e-03,2.920254622297648039e-03
2.121550171362450096e-03,2.752655681683131069e-03,2.855632007462009184e-03
2.171067602537264923e-03,2.691479490060599399e-03,2.792167226140318190e-03
2.221740781062884768e-03,2.631404706158210413e-03,2.729845055992205071e-03
2.273596682327715286e-03,2.572416759792614787e-03,2.668650381766532291e-03
2.326662911331457955e-03,2.514501184540680629e-03,2.608568195854027785e-03
2.380967717380358135e-03,2.457643618254325580e-03,2.549583598821380300e-03
2.436540009125466068e-03,2.401829803557123041e-03,2.491681799926420172e-03
2.493409369951877976e-03,2.347045588322938837e-03,2.434848117614666144e-03
2.551606073727183746e-03,2.293276926136429607e-03,2.379067979997046521e-03
2.611161100917459583e-03,2.240509876735577704e-03,2.324326925308991144e-03
2.672106155079432416e-03,2.188730606436073943e-03,2.270610602350691624e-03
2.734473679737579876e-03,2.137925388537697830e-03,2.217904770908680784e-03
2.798296875655115722e-03,2.088080603712693089e-03,2.166195302158739969e-03
2.863609718508115885e-03,2.039182740376097730e-03,2.115468179050083043e-03
2.930446976972141387e-03,1.991218395038105420e-03,2.065709496670896893e-03
2.998844231231027890e-03,1.944174272638458803e-03,2.016905462595248392e-03
3.068837891917642214e-03,1.898037186862941341e-03,1.969042397211412474e-03
3.140465219496752208e-03,1.852794060441924741e-03,1.922106734031589666e-03
3.213764344100275647e-03,1.808431925431089717e-03,1.876085019983128859e-03
3.288774285825509913e-03,1.764937923474346965e-03,1.830963915681284174e-03
3.365534975507094261e-03,1.722299306048895697e-03,1.786730195683440200e-03
3.444087275973819941e-03,1.680503434692689471e-03,1.743370748725087951e-03
3.524473003801584237e-03,1.639537781214073838e-03,1.700872577937304325e-03
3.606734951574027803e-03,1.599389927883934290e-03,1.659222801046089830e-03
3.690916910662778508e-03,1.560047567610184935e-03,1.618408650553382648e-03
3.777063694539364597e-03,1.521498504094819740e-03,1.578417473899987105e-03
3.865221162631261604e-03,1.483730651973473418e-03,1.539236733610354572e-03
3.955436244734701796e-03,1.446732036937650907e-03,1.500854007419385018e-03
4.047756965997322508e-03,1.410490795839644540e-03,1.463256988381270510e-03
4.142232472483894055e-03,1.374995176780220837e-03,1.426433484960461283e-03
4.238913057338779093e-03,1.340233539179184292e-03,1.390371421104869346e-03
4.337850187558989039e-03,1.306194353828882314e-03,1.355058836301375720e-03
4.439096531392166395e-03,1.272866202930684294e-03,1.320483885613673658e-03
4.542705986374042521e-03,1.240237780114648164e-03,1.286634839702670285e-03
4.648733708020256518e-03,1.208297890442350817e-03,1.253500084829424575e-03
4.757236139187889269e-03,1.177035450393024412e-03,1.221068122840763669e-03
4.868271040122279167e-03,1.146439487833090945e-03,1.189327571137678173e-03
4.981897519205159656e-03,1.116499141969216078e-03,1.158267162626619787e-03
5.098176064420424994e-03,1.087203663284955733e-03,1.127875745653777843e-03
5.217168575554349298e-03,1.058542413461134027e-03,1.098142283922478061e-03
5.338938397147350266e-03,1.030504865280032099e-03,1.069055856393788095e-03
5.463550352214875498e-03,1.003080602513534234e-03,1.040605657170478628e-03
5.591070776755292966e-03,9.762593197953332727e-04,1.012780995364447783e-03
5.721567555063245686e-03,9.500308224773325880e-04,9.855712949477517422e-04
5.855110155867237695e-03,9.243850264703139035e-04,9.589660945873115143e-04
5.991769669310619169e-03,8.993119580690923454e-04,9.329550474635272097e-04
6.131618844795775139e-03,8.748017537622156505e-04,9.075279210728580534e-04
6.274732129711574694e-03,8.508446600263428394e-04,8.826745970145092940e-04
6.421185709064758558e-03,8.274310331054848247e-04,8.583850707614132510e-04
6.571057546036270826e-03,8.045513387752212297e-04,8.346494514156264748e-04
6.724427423484249239e-03,7.821961520920014043e-04,8.114579614482519791e-04
6.881376986415663373e-03,7.603561571277462619e-04,7.888009364241118466e-04
7.041989785449288310e-03,7.390221466898255287e-04,7.666688247112498928e-04
7.206351321293052656e-03,7.181850220266221534e-04,7.450521871754809062e-04
7.374549090259546573e-03,6.978357925187842706e-04,7.239416968600918476e-04
