P_FA,P_MD_exact,P_MD_OR
7.546672630843886606e-03,6.779655753563642142e-04,7.033281386509037184e-04
7.722813571388642377e-03,6.585655952019661176e-04,6.832024089268167203e-04
7.903065678861348128e-03,6.396271838401033309e-04,6.635555151960507774e-04
8.087524908770448231e-03,6.211417798128863240e-04,6.443785757182041510e-04
8.276289456246343698e-03,6.031009280422270193e-04,6.256628191123248710e-04
8.469459808314585766e-03,5.854962794387459256e-04,6.073995839511866709e-04
8.667138797389234081e-03,5.683195904975202025e-04,5.895803183419149251e-04
8.869431656014704901e-03,5.515627228808588122e-04,5.721965794931523248e-04
9.076446072885355904e-03,5.352176429882941682e-04,5.552400332689653040e-04
9.288292250172499112e-03,5.192764215139443473e-04,5.387024537296459300e-04
9.505082962189501453e-03,5.037312329914411281e-04,5.225757226596168840e-04
9.726933615426168467e-03,4.885743553266054615e-04,5.068518290826238464e-04
9.953962309984232953e-03,4.737981693180389115e-04,4.915228687643924442e-04
1.018628990244686491e-02,4.593951581658480693e-04,4.765810437029741379e-04
1.042404007021555806e-02,4.453579069686504767e-04,4.620186616069353819e-04
1.066733937734857043e-02,4.316791022090861636e-04,4.478281353616219720e-04
1.091631734193614783e-02,4.183515312280156983e-04,4.340019824836871738e-04
1.117110650504824117e-02,4.053680816875806082e-04,4.205328245640653473e-04
1.143184250129150245e-02,3.927217410233578652e-04,4.074133866996314333e-04
1.169866413101305729e-02,3.804055958857732885e-04,3.946364969137178768e-04
1.197171343418965660e-02,3.684128315709838753e-04,3.821950855657063714e-04
1.225113576604117821e-02,3.567367314414394476e-04,3.700821847499128356e-04
1.253707987440919741e-02,3.453706763363163876e-04,3.582909276839654398e-04
1.282969797894147577e-02,3.343081439720208946e-04,3.468145480868810868e-04
1.312914585212465388e-02,3.235427083329817468e-04,3.356463795470675943e-04
1.343558290220826269e-02,3.130680390529322799e-04,3.247798548804596368e-04
1.374917225806420416e-02,3.028779007868818334e-04,3.142085054789957484e-04
1.407008085602683492e-02,2.929661525740031550e-04,3.039259606496716015e-04
1.439847952876006573e-02,2.833267471916271784e-04,2.939259469443675395e-04
1.473454309619834368e-02,2.739537305005745925e-04,2.842022874806894280e-04
1.507845045861051086e-02,2.648412407820191408e-04,2.747489012540240533e-04
1.543038469183564618e-02,2.559835080661115804e-04,2.655598024410469964e-04
1.579053314474175920e-02,2.473748534525713303e-04,2.566290996948977082e-04
1.615908753895919231e-02,2.390096884234596379e-04,2.479509954322436688e-04
1.653624407094178919e-02,2.308825141483557156e-04,2.395197851124633993e-04
1.692220351641035569e-02,2.229879207821506789e-04,2.313298565091708597e-04
1.731717133723352856e-02,2.153205867556806825e-04,2.233756889743114624e-04
1.772135779080358589e-02,2.078752780594047905e-04,2.156518526950422325e-04
1.813497804196495186e-02,2.006468475203679758e-04,2.081530079436464298e-04
1.855825227755518794e-02,1.936302340726484721e-04,2.008739043206882245e-04
1.899140582361935614e-02,1.868204620215220915e-04,1.938093799916496647e-04
1.943466926536018338e-02,1.802126403015580738e-04,1.869543609172719795e-04
1.988827856988807652e-02,1.738019617288718449e-04,1.803038600778353524e-04
2.035247521183575561e-02,1.675837022477514161e-04,1.738529766916016204e-04
2.082750630190514235e-02,1.615532201718801204e-04,1.675968954276513777e-04
2.131362471841437636e-02,1.557059554203781622e-04,1.615308856133459839e-04
2.181108924191519846e-02,1.500374287488838898e-04,1.556503004366437050e-04
2.232016469295234479e-02,1.445432409758940938e-04,1.499505761434975608e-04
2.284112207303825443e-02,1.392190722045901223e-04,1.444272312305701236e-04
2.337423870891812416e-02,1.340606810403644844e-04,1.390758656334879371e-04
2.391979840020237377e-02,1.290639038042712319e-04,1.338921599108671659e-04
2.447809157044440048e-02,1.242246537426273695e-04,1.288718744243464007e-04
2.504941542174502281e-02,1.195389202329743145e-04,1.240108485148433220e-04
2.563407409296514922e-02,1.150027679866273846e-04,1.193049996752716343e-04
2.623237882163123591e-02,1.106123362480334899e-04,1.147503227199469139e-04
2.684464810961965237e-02,1.063638379911487465e-04,1.103428889509008951e-04
2.747120789270808897e-02,1.022535591130643439e-04,1.060788453213409708e-04
2.811239171408461135e-02,9.827785762508923963e-05,1.019544135964715176e-04
2.876854090190591323e-02,9.443316284151577966e-05,9.796588951191134112e-05
2.944000475100033709e-02,9.071597456627709965e-05,9.410964192992406902e-05
3.012714070881164150e-02,8.712286227771474934e-05,9.038211199368817071e-05
3.083031456568276901e-02,8.365046431167405658e-05,8.677981227983196913e-05
3.154990064958088786e-02,8.029548704313371798e-05,8.329932594944823511e-05
3.228628202536727027e-02,7.705470406659194508e-05,7.993730589781868957e-05
3.303985069871855085e-02,7.392495537541035350e-05,7.669047390305731219e-05
3.381100782480681716e-02,7.090314654033510523e-05,7.355561977390011200e-05
3.460016392185108480e-02,6.798624788739783304e-05,7.052960049685151871e-05
3.540773908965269556e-02,6.517129367540828153e-05,6.760933938290712220e-05
3.623416323323149640e-02,6.245538127324120725e-05,6.479182521406305444e-05
3.707987629168172511e-02,5.983567033712885558e-05,6.207411138983117197e-05
3.794532847236942175e-02,5.730938198815541107e-05,5.945331507396365878e-05
3.883098049059600931e-02,5.487379799016037490e-05,5.692661634160198594e-05
3.973730381485604535e-02,5.252625992824959015e-05,5.449125732705617210e-05
4.066478091781854098e-02,5.026416838811397072e-05,5.214454137242196299e-05
4.161390553316707264e-02,4.808498213635088676e-05,4.988383217723822141e-05
4.258518291843414738e-02,4.598621730198571451e-05,4.770655294938933386e-05
4.357913012397029995e-02,4.396544655938535264e-05,4.561018555745170657e-05
4.459627626819095275e-02,4.202029831275848207e-05,4.359226968468629058e-05
4.563716281924753981e-02,4.014845588242691062e-05,4.165040198486852450e-05
4.670234388327330205e-02,3.834765669306153946e-05,3.978223524015636733e-05
4.779238649935595162e-02,3.661569146406502281e-05,3.798547752118530967e-05
4.890787094139589786e-02,3.495040340228531314e-05,3.625789134958146739e-05
5.004939102700953213e-02,3.334968739724280043e-05,3.459729286308238494e-05
5.121755443364241212e-02,3.181148921904890199e-05,3.300155098344983534e-05
5.241298302206061355e-02,3.033380471919305815e-05,3.146858658735847056e-05
5.363631316739234794e-02,2.891467903437399160e-05,2.999637168044252923e-05
5.488819609789665627e-02,2.755220579354595464e-05,2.858292857467783479e-05
5.616929824163804236e-02,2.624452632835253240e-05,2.722632906927808599e-05
5.748030158125350814e-02,2.498982888711002564e-05,2.592469363527351121e-05
5.882190401699955579e-02,2.378634785251259126e-05,2.467619060395048877e-05
6.019481973827274512e-02,2.263236296321490998e-05,2.347903535931379103e-05
6.159977960380168260e-02,2.152619853945646493e-05,2.233148953474160437e-05
6.303753153071281479e-02,2.046622271288209930e-05,2.123186021399381735e-05
6.450884089267686083e-02,1.945084666071510040e-05,2.017849913673567210e-05
6.601449092734883173e-02,1.847852384443227720e-05,1.916980190873181653e-05
6.755528315331639500e-02,1.754774925309279286e-05,1.820420721686821729e-05
6.913203779678127325e-02,1.665705865146354490e-05,1.728019604915005244e-05
7.074559422819878818e-02,1.580502783308780930e-05,1.639629091982778563e-05
7.239681140910876611e-02,1.499027187843462713e-05,1.555105509979407553e-05
7.408656834939567060e-02,1.421144441826794022e-05,1.474309185239568383e-05
7.581576457522103130e-02,1.346723690236975934e-05,1.397104367479971893e-05
7.758532060787827478e-02,1.275637787374824524e-05,1.323359154504997913e-05
7.939617845382275496e-02,1.207763224846005099e-05,1.252945417494758090e-05
8.124930210614048076e-02,1.142980060117132616e-05,1.185738726888494460e-05
8.314567805772063447e-02,1.081171845658072769e-05,1.121618278876106514e-05
8.508631582640581448e-02,1.022225558682225975e-05,1.060466822510033329e-05
8.707224849239922349e-02,9.660315314965937670e-06,1.002170587449729224e-05
8.910453324821504539e-02,9.124833824726759514e-06,9.466192123501942840e-06
9.118425196146562328e-02,8.614779476493287177e-06,8.937056739061099278e-06
9.331251175078240923e-02,8.129152129782127689e-06,8.433262165626005712e-06
9.549044557518077125e-02,7.666982472220448347e-06,7.953802829032228727e-06
9.771921283717996398e-02,7.227331355157284440e-06,7.497704447256297719e-06
1.000000000000000056e-01,6.809289136000128483e-06,7.064023348149241312e-06
