P_FA,P_MD_exact,P_MD_OR
7.374549090259546573e-03,2.261376527590177876e-01,2.345955596700418644e-01
7.546672630843886606e-03,2.236738825827966071e-01,2.320396832280678390e-01
7.722813571388642377e-03,2.212184041630885500e-01,2.294924068878601564e-01
7.903065678861348128e-03,2.187713683098903295e-01,2.269538871468055330e-01
8.087524908770448231e-03,2.163329254937162160e-01,2.244242801492142281e-01
8.276289456246343698e-03,2.139032258169965839e-01,2.219037416566608245e-01
8.469459808314585766e-03,2.114824189852307357e-01,2.193924270180700464e-01
8.667138797389234081e-03,2.090706542778906774e-01,2.168904911395441726e-01
8.869431656014704901e-03,2.066680805190838077e-01,2.143980884539402054e-01
9.076446072885355904e-03,2.042748460479792139e-01,2.119153728902018474e-01
9.288292250172499112e-03,2.018910986890004866e-01,2.094424978424490602e-01
9.505082962189501453e-03,1.995169857217906351e-01,2.069796161388313682e-01
9.726933615426168467e-03,1.971526538509538462e-01,2.045268800101490148e-01
9.953962309984232953e-03,1.947982491755778367e-01,2.020844410582472994e-01
1.018628990244686491e-02,1.924539171585453456e-01,1.996524502241912580e-01
1.042404007021555806e-02,1.901198025956342963e-01,1.972310577562215173e-01
1.066733937734857043e-02,1.877960495844188948e-01,1.948204131775033709e-01
1.091631734193614783e-02,1.854828014929722768e-01,1.924206652536700757e-01
1.117110650504824117e-02,1.831802009283768906e-01,1.900319619601663623e-01
1.143184250129150245e-02,1.808883897050535816e-01,1.876544504494038201e-01
1.169866413101305729e-02,1.786075088129074062e-01,1.852882770177264882e-01
1.197171343418965660e-02,1.763376983853032487e-01,1.829335870721991442e-01
1.225113576604117821e-02,1.740790976668757650e-01,1.805905250972240084e-01
1.253707987440919741e-02,1.718318449811781778e-01,1.782592346209903589e-01
1.282969797894147577e-02,1.695960776981797757e-01,1.759398581817667173e-01
1.312914585212465388e-02,1.673719322016169464e-01,1.736325372940411005e-01
1.343558290220826269e-02,1.651595438562064588e-01,1.713374124145185529e-01
1.374917225806420416e-02,1.629590469747276005e-01,1.690546229079821217e-01
1.407008085602683492e-02,1.607705747849802747e-01,1.667843070130253791e-01
1.439847952876006573e-02,1.585942593966280789e-01,1.645266018076655956e-01
1.473454309619834368e-02,1.564302317679335530e-01,1.622816431748443367e-01
1.507845045861051086e-02,1.542786216723932291e-01,1.600495657678250305e-01
1.543038469183564618e-02,1.521395576652817272e-01,1.578305029754950572e-01
1.579053314474175920e-02,1.500131670501130277e-01,1.556245868875826832e-01
1.615908753895919231e-02,1.478995758450270537e-01,1.534319482597956696e-01
1.653624407094178919e-02,1.457989087491114721e-01,1.512527164788932121e-01
1.692220351641035569e-02,1.437112891086664568e-01,1.490870195276982613e-01
1.731717133723352856e-02,1.416368388834242376e-01,1.469349839500629362e-01
1.772135779080358589e-02,1.395756786127276827e-01,1.447967348157913059e-01
1.813497804196495186e-02,1.375279273816853165e-01,1.426723956855375786e-01
1.855825227755518794e-02,1.354937027873040212e-01,1.405620885756813654e-01
1.899140582361935614e-02,1.334731209046163269e-01,1.384659339231967823e-01
1.943466926536018338e-02,1.314662962528091450e-01,1.363840505505231615e-01
1.988827856988807652e-02,1.294733417613637694e-01,1.343165556304475317e-01
2.035247521183575561e-02,1.274943687362214972e-01,1.322635646510131324e-01
2.082750630190514235e-02,1.255294868259808350e-01,1.302251913804611805e-01
2.131362471841437636e-02,1.235788039881405426e-01,1.282015478322194313e-01
2.181108924191519846e-02,1.216424264553992995e-01,1.261927442299500268e-01
2.232016469295234479e-02,1.197204587020218175e-01,1.241988889726656775e-01
2.284112207303825443e-02,1.178130034102846529e-01,1.222200885999287223e-01
2.337423870891812416e-02,1.159201614370133915e-01,1.202564477571447799e-01
2.391979840020237377e-02,1.140420317802204597e-01,1.183080691609606494e-01
2.447809157044440048e-02,1.121787115458617035e-01,1.163750535647853912e-01
2.504941542174502281e-02,1.103302959147167278e-01,1.144574997244396930e-01
2.563407409296514922e-02,1.084968781094107770e-01,1.125555043639519526e-01
2.623237882163123591e-02,1.066785493615897418e-01,1.106691621415130666e-01
2.684464810961965237e-02,1.048753988792595210e-01,1.087985656156017500e-01
2.747120789270808897e-02,1.030875138143053926e-01,1.069438052112964277e-01
2.811239171408461135e-02,1.013149792302016072e-01,1.051049691867842473e-01
2.876854090190591323e-02,9.955787806993002254e-02,1.032821436000871396e-01
2.944000475100033709e-02,9.781629112411414917e-02,1.014754122760109789e-01
3.012714070881164150e-02,9.609029699938871627e-02,9.968485677333904782e-02
3.083031456568276901e-02,9.437997208701610907e-02,9.791055635228168574e-02
3.154990064958088786e-02,9.268539053176436115e-02,9.615258794219683214e-02
3.228628202536727027e-02,9.100662420106059303e-02,9.441102610959661856e-02
3.303985069871855085e-02,8.934374265443571772e-02,9.268594302645571936e-02
3.381100782480681716e-02,8.769681311327488793e-02,9.097740843883689310e-02
3.460016392185108480e-02,8.606590043088729880e-02,8.928548963584781450e-02
3.540773908965269556e-02,8.445106706291326260e-02,8.761025141894751567e-02
3.623416323323149640e-02,8.285237303807972686e-02,8.595175607161437137e-02
3.707987629168172511e-02,8.126987592932570503e-02,8.431006332939766645e-02
3.794532847236942175e-02,7.970363082530632082e-02,8.268523035036184909e-02
3.883098049059600931e-02,7.815369030229780967e-02,8.107731168594667359e-02
3.973730381485604535e-02,7.662010439651398275e-02,7.948635925225405741e-02
4.066478091781854098e-02,7.510292057685585831e-02,7.791242230178421768e-02
4.161390553316707264e-02,7.360218371810448024e-02,7.635554739563157889e-02
4.258518291843414738e-02,7.211793607457980815e-02,7.481577837616390503e-02
4.357913012397029995e-02,7.065021725427671206e-02,7.329315634019652193e-02
4.459627626819095275e-02,6.919906419349965143e-02,7.178771961268358426e-02
4.563716281924753981e-02,6.776451113200916698e-02,7.029950372094033451e-02
4.670234388327330205e-02,6.634658958869922574e-02,6.882854136941590761e-02
4.779238649935595162e-02,6.494532833782284964e-02,6.737486241503491680e-02
4.890787094139589786e-02,6.356075338578170975e-02,6.593849384312390483e-02
5.004939102700953213e-02,6.219288794849930913e-02,6.451945974394328320e-02
5.121755443364241212e-02,6.084175242939308254e-02,6.311778128984030234e-02
5.241298302206061355e-02,5.950736439796529276e-02,6.173347671304405676e-02
5.363631316739234794e-02,5.818973856902877329e-02,6.036656128411890809e-02
5.488819609789665627e-02,5.688888678258635645e-02,5.901704729109596287e-02
5.616929824163804236e-02,5.560481798438263873e-02,5.768494401930199938e-02
5.748030158125350814e-02,5.433753820714409127e-02,5.637025773190234429e-02
5.882190401699955579e-02,5.308705055252829069e-02,5.507299165117934131e-02
6.019481973827274512e-02,5.185335517379846548e-02,5.379314594056320425e-02
6.159977960380168260e-02,5.063644925924369600e-02,5.253071768743631381e-02
6.303753153071281479e-02,4.943632701636080373e-02,5.128570088672756988e-02
6.450884089267686083e-02,4.825297965681966256e-02,5.005808642531948266e-02
6.601449092734883173e-02,4.708639538222688520e-02,4.884786206728337216e-02
6.755528315331639500e-02,4.593655937070990902e-02,4.765501243996556752e-02
6.913203779678127325e-02,4.480345376433775284e-02,4.647951902094149546e-02
7.074559422819878818e-02,4.368705765739829688e-02,4.532136012585828710e-02
7.239681140910876611e-02,4.258734708555115406e-02,4.418051089718565139e-02
7.408656834939567060e-02,4.150429501587342418e-02,4.305694329389291031e-02
7.581576457522103130e-02,4.043787133781933524e-02,4.195062608207406063e-02
7.758532060787827478e-02,3.938804285511006420e-02,4.086152482653776508e-02
7.939617845382275496e-02,3.835477327857546304e-02,3.978960188338472037e-02
8.124930210614048076e-02,3.733802321996355228e-02,3.873481639358899303e-02
8.314567805772063447e-02,3.633775018673890411e-02,3.769712427760510409e-02
8.508631582640581448e-02,3.535390857788691527e-02,3.667647823101856386e-02
8.707224849239922349e-02,3.438644968074447417e-02,3.567282772126121465e-02
8.910453324821504539e-02,3.343532166887425161e-02,3.468611898540903404e-02
9.118425196146562328e-02,3.250046960100121118e-02,3.371629502908192466e-02
9.331251175078240923e-02,3.158183542103198266e-02,3.276329562646675825e-02
9.549044557518077125e-02,3.067935795917249575e-02,3.182705732147971672e-02
9.771921283717996398e-02,2.979297293416483319e-02,3.090751343008966284e-02
1.000000000000000056e-01,2.892261295666026175e-02,3.000459404382008199e-02
