P_FA,P_MD_exact,P_MD_OR
2.242339683219845034e-06,5.282804894952881636e-01,5.480431092398601045e-01
2.294676367231935999e-06,5.264396553239919507e-01,5.461334153102362921e-01
2.348234600554276300e-06,5.245960043033394138e-01,5.442207990445139254e-01
2.403042894406969757e-06,5.227495707658618151e-01,5.423052960615351026e-01
2.459130425468046297e-06,5.209003893229353643e-01,5.403869422693886593e-01
2.516527051405389061e-06,5.190484948640358143e-01,5.384657738646366765e-01
2.575263326771198816e-06,5.171939225559595288e-01,5.365418273315062381e-01
2.635370519267393157e-06,5.153367078420122427e-01,5.346151394410499913e-01
2.696880626390692452e-06,5.134768864411750622e-01,5.326857472502795066e-01
2.759826392466180516e-06,5.116144943472293871e-01,5.307536881012587804e-01
2.824241326078435869e-06,5.097495678278569642e-01,5.288189996201710930e-01
2.890159717909511546e-06,5.078821434237056343e-01,5.268817197163496724e-01
2.957616658993256599e-06,5.060122579474275462e-01,5.249418865812802704e-01
3.026648059395689231e-06,5.041399484826781796e-01,5.229995386875638808e-01
3.097290667331406829e-06,5.022652523830930527e-01,5.210547147878548113e-01
3.169582088726115117e-06,5.003882072712235729e-01,5.191074539137571220e-01
3.243560807235811409e-06,4.985088510374473536e-01,5.171577953746949730e-01
3.319266204733189963e-06,4.966272218388420034e-01,5.152057787567440039e-01
3.396738582272209713e-06,4.947433580980287182e-01,5.132514439214326263e-01
3.476019181541981086e-06,4.928572985019816222e-01,5.112948310045069000e-01
3.557150206821382261e-06,4.909690820008070777e-01,5.093359804146644354e-01
3.640174847446137571e-06,4.890787478064853588e-01,5.073749328322493257e-01
3.725137300800209723e-06,4.871863353915865114e-01,5.054117292079205459e-01
3.812082795843888179e-06,4.852918844879437477e-01,5.034464107612758310e-01
3.901057617190992911e-06,4.833954350853029158e-01,5.014790189794509079e-01
3.992109129748053595e-06,4.814970274299327779e-01,4.995095956156784256e-01
4.085285803928565736e-06,4.795967020232020372e-01,4.975381826878115255e-01
4.180637241455762313e-06,4.776944996201258897e-01,4.955648224768169352e-01
4.278214201767612727e-06,4.757904612278756606e-01,4.935895575252286505e-01
4.378068629038166541e-06,4.738846281042570774e-01,4.916124306355698637e-01
4.480253679829489530e-06,4.719770417561510722e-01,4.896334848687359242e-01
4.584823751389096440e-06,4.700677439379258304e-01,4.876527635423467122e-01
4.691834510607799239e-06,4.681567766498082039e-01,4.856703102290579332e-01
4.801342923653455473e-06,4.662441821362270922e-01,4.836861687548425492e-01
4.913407286296366456e-06,4.643300028841182980e-01,4.817003831972327399e-01
5.028087254942474832e-06,4.624142816211961882e-01,4.797129978835268926e-01
5.145443878390924374e-06,4.604970613141906588e-01,4.777240573889611763e-01
5.265539630332755835e-06,4.585783851670506839e-01,4.757336065348460319e-01
5.388438442608223285e-06,4.566582966191105597e-01,4.737416903866640272e-01
5.514205739240301802e-06,4.547368393432246747e-01,4.717483542521351825e-01
5.642908471262542655e-06,4.528140572438639211e-01,4.697536436792427161e-01
5.774615152359826014e-06,4.508899944551816863e-01,4.677576044542264277e-01
5.909395895340977084e-06,4.489646953390382667e-01,4.657602825995337814e-01
6.047322449462642738e-06,4.470382044829985801e-01,4.637617243717430116e-01
6.188468238624383032e-06,4.451105666982865250e-01,4.617619762594410981e-01
6.332908400455114979e-06,4.431818270177103058e-01,4.597610849810717104e-01
6.480719826311970893e-06,4.412520306935501790e-01,4.577590974827444037e-01
6.631981202212675134e-06,4.393212231954108926e-01,4.557560609360066239e-01
6.786773050723302017e-06,4.373894502080384883e-01,4.537520227355793523e-01
6.945177773823689313e-06,4.354567576291036857e-01,4.517470304970577777e-01
7.107279696773411969e-06,4.335231915669486846e-01,4.497411320545737778e-01
7.273165113001454420e-06,4.315887983382969972e-01,4.477343754584207636e-01
7.442922330043758391e-06,4.296536244659336368e-01,4.457268089726469928e-01
7.616641716552891624e-06,4.277177166763417859e-01,4.437184810726041428e-01
7.794415750404950390e-06,4.257811218973110989e-01,4.417094404424662946e-01
7.976339067929281247e-06,4.238438872555059800e-01,4.396997359727076726e-01
8.162508514287236875e-06,4.219060600740042744e-01,4.376894167575492989e-01
8.353023195026770343e-06,4.199676878697913285e-01,4.356785320923596272e-01
8.547984528840405692e-06,4.180288183512297917e-01,4.336671314710296987e-01
8.747496301554414961e-06,4.160894994154842319e-01,4.316552645833020008e-01
8.951664721378302299e-06,4.141497791459175515e-01,4.296429813120693497e-01
9.160598475443709407e-06,4.122097058094483790e-01,4.276303317306338059e-01
9.374408787662999990e-06,4.102693278538760424e-01,4.256173660999316710e-01
9.593209477938250218e-06,4.083286939051654074e-01,4.236041348657172412e-01
9.817117022752183588e-06,4.063878527647031280e-01,4.215906886557160282e-01
1.004625061717340349e-05,4.044468534065135956e-01,4.195770782767375140e-01
1.028073223830864773e-05,4.025057449744422478e-01,4.175633547117527100e-01
1.052068671023622922e-05,4.005645767793054035e-01,4.155495691169376893e-01
1.076624177045493382e-05,3.986233982960008526e-01,4.135357728186763726e-01
1.101752813788387281e-05,3.966822591605867476e-01,4.115220173105305634e-01
1.127467958244947345e-05,3.947412091673277446e-01,4.095083542501751217e-01
1.153783299629661965e-05,3.928002982656992326e-01,4.074948354562907271e-01
1.180712846666189158e-05,3.908595765573675829e-01,4.054815129054316070e-01
1.208270935044775918e-05,3.889190942931248229e-01,4.034684387288451357e-01
1.236472235053715054e-05,3.869789018697986638e-01,4.014556652092667322e-01
1.265331759388942887e-05,3.850390498271199502e-01,3.994432447776704587e-01
1.294864871145904885e-05,3.830995888445640762e-01,3.974312300099920314e-01
1.325087291997953872e-05,3.811605697381510449e-01,3.954196736238097531e-01
1.356015110565632028e-05,3.792220434572172727e-01,3.934086284749954698e-01
1.387664790981307146e-05,3.772840610811494244e-01,3.913981475543264477e-01
1.420053181653681733e-05,3.753466738160889937e-01,3.893882839840668852e-01
1.453197524236895456e-05,3.734099329915989141e-01,3.873790910145099575e-01
1.487115462808953834e-05,3.714738900573001379e-01,3.853706220204886068e-01
1.521825053264386973e-05,3.695385965794733552e-01,3.833629304978504737e-01
1.557344772926135167e-05,3.676041042376299028e-01,3.813560700599006315e-01
1.593693530381776085e-05,3.656704648210473696e-01,3.793500944338076275e-01
1.630890675549334320e-05,3.637377302252726152e-01,3.773450574569759963e-01
1.668956009978023132e-05,3.618059524485956469e-01,3.753410130733881855e-01
1.707909797389426672e-05,3.598751835884870243e-01,3.733380153299091231e-01
1.747772774464680730e-05,3.579454758380071211e-01,3.713361183725608639e-01
1.788566161883461801e-05,3.560168814821803585e-01,3.693353764427617092e-01
1.830311675620613092e-05,3.540894528943387409e-01,3.673358438735329079e-01
1.873031538506438325e-05,3.521632425324364712e-01,3.653375750856756032e-01
1.916748492056813148e-05,3.502383029353299815e-01,3.633406245839119197e-01
1.961485808579429278e-05,3.483146867190276552e-01,3.613450469529941866e-01
2.007267303562568187e-05,3.463924465729117941e-01,3.593508968537860726e-01
2.054117348353064369e-05,3.444716352559260009e-01,3.573582290193073607e-01
2.102060883130158218e-05,3.425523055927360283e-01,3.553670982507513010e-01
2.151123430182167256e-05,3.406345104698572657e-01,3.533775594134671572e-01
2.201331107493032503e-05,3.387183028317554689e-01,3.513896674329154424e-01
2.252710642645982801e-05,3.368037356769178481e-01,3.494034772905921793e-01
2.305289387051710681e-05,3.348908620538913472e-01,3.474190440199188545e-01
2.359095330508633920e-05,3.329797350572974435e-01,3.454364227021084477e-01
2.414157116103017906e-05,3.310704078238155823e-01,3.434556684619985978e-01
2.470504055456825338e-05,3.291629335281381352e-01,3.414768364638554043e-01
2.528166144331500363e-05,3.272573653788970471e-01,3.394999819071478075e-01
2.587174078595924027e-05,3.253537566145662807e-01,3.375251600222970438e-01
2.647559270567063870e-05,3.234521604993325083e-01,3.355524260663925729e-01
2.709353865732048913e-05,3.215526303189423785e-01,3.335818353188844121e-01
2.772590759860481179e-05,3.196552193765208605e-01,3.316134430772449404e-01
2.837303616516211350e-05,3.177599809883640547e-01,3.296473046526047224e-01
2.903526884977813914e-05,3.158669684797069666e-01,3.276834753653617982e-01
2.971295818577334298e-05,3.139762351804646356e-01,3.257220105407636623e-01
3.040646493467068516e-05,3.120878344209486177e-01,3.237629655044635957e-01
3.111615827824363206e-05,3.102018195275586532e-01,3.218063955780513519e-01
3.184241601504656015e-05,3.083182438184489116e-01,3.198523560745571981e-01
3.258562476153222947e-05,3.064371605991727532e-01,3.179009022939339735e-01
3.334618015786362555e-05,3.045586231583002346e-01,3.159520895185108924e-01
3.412448707852889151e-05,3.026826847630156303e-01,3.140059730084259204e-01
3.492095984787271714e-05,3.008093986546908072e-01,3.120626079970344469e-01
3.573602246065788401e-05,2.989388180444356724e-01,3.101220496862924780e-01
3.657010880777493455e-05,2.970709961086275275e-01,3.081843532421196796e-01
3.742366290721976937e-05,2.952059859844184952e-01,3.062495737897382164e-01
3.829713914046277195e-05,2.933438407652204094e-01,3.043177664089890544e-01
3.919100249433402197e-05,2.914846134961743274e-01,3.023889861296319981e-01
4.010572880855495893e-05,2.896283571695917880e-01,3.004632879266168066e-01
4.104180502904709518e-05,2.877751247203830243e-01,2.985407267153399324e-01
4.199972946715305953e-05,2.859249690214626383e-01,2.966213573468786668e-01
4.298001206490798361e-05,2.840779428791378458e-01,2.947052346032070780e-01
4.398317466650228581e-05,2.822340990284766815e-01,2.927924131923909101e-01
4.500975129608051229e-05,2.803934901286610493e-01,2.908829477437667732e-01
4.606028844202398492e-05,2.785561687583195667e-01,2.889768928031004602e-01
4.713534534786907132e-05,2.767221874108460322e-01,2.870743028277304987e-01
4.823549431001467481e-05,2.748915984896996845e-01,2.851752321816927171e-01
4.936132098237916882e-05,2.730644543036918059e-01,2.832797351308302680e-01
5.051342468816766475e-05,2.712408070622533973e-01,2.813878658378847764e-01
5.169241873891592971e-05,2.694207088706936370e-01,2.794996783575769972e-01
5.289893076098145871e-05,2.676042117254372465e-01,2.776152266316666006e-01
5.413360302965375723e-05,2.657913675092564154e-01,2.757345644840054621e-01
5.539709281106400149e-05,2.639822279864814658e-01,2.738577456155690815e-01
5.669007271207433866e-05,2.621768447982045780e-01,2.719848235994816177e-01
5.801323103833378413e-05,2.603752694574693605e-01,2.701158518760246041e-01
5.936727216069126418e-05,2.585775533444492069e-01,2.682508837476359487e-01
6.075291689016077101e-05,2.567837477016162717e-01,2.663899723738974989e-01
6.217090286163833989e-05,2.549939036288971783e-01,2.645331707665099508e-01
6.362198492657495643e-05,2.532080720788220107e-01,2.626805317842605403e-01
6.510693555481455010e-05,2.514263038516642568e-01,2.608321081279807441e-01
6.662654524581149520e-05,2.496486495905692049e-01,2.589879523354930990e-01
6.818162294944478516e-05,2.478751597766791215e-01,2.571481167765535814e-01
6.977299649665538337e-05,2.461058847242476588e-01,2.553126536477836050e-01
7.140151304013403336e-05,2.443408745757495448e-01,2.534816149675965802e-01
7.306803950529492200e-05,2.425801792969830839e-01,2.516550525711175323e-01
7.477346305177580746e-05,2.408238486721695215e-01,2.498330181050989474e-01
7.651869154570817787e-05,2.390719322990464135e-01,2.480155630228307317e-01
7.830465404301183510e-05,2.373244795839559718e-01,2.462027385790448997e-01
8.013230128396886748e-05,2.355815397369327158e-01,2.443945958248194272e-01
8.200260619934131279e-05,2.338431617667871276e-01,2.425911856024781654e-01
8.391656442830161045e-05,2.321093944761865313e-01,2.407925585404875335e-01
8.587519484845179956e-05,2.303802864567378039e-01,2.389987650483555437e-01
8.787954011821328749e-05,2.286558860840642304e-01,2.372098553115243869e-01
8.993066723187614258e-05,2.269362415128902966e-01,2.354258792862715111e-01
9.202966808760410129e-05,2.252214006721174888e-01,2.336468866946010969e-01
9.417766006869519380e-05,2.235114112599117242e-01,2.318729270191479119e-01
9.637578663841088868e-05,2.218063207387860059e-01,2.301040494980759465e-01
9.862521794868783656e-05,2.201061763306879915e-01,2.283403031199823241e-01
1.009271514630570804e-04,2.184110250120939456e-01,2.265817366188077053e-01
1.032828125941028506e-04,2.167209135091020533e-01,2.248283984687461379e-01
1.056934553557988362e-04,2.150358882925365589e-01,2.230803368791660080e-01
1.081603630310709380e-04,2.133559955730525426e-01,2.213375997895318803e-01
1.106848488549411983e-04,2.116812812962514112e-01,2.196002348643369961e-01
1.132682567136153722e-04,2.100117911378025226e-01,2.178682894880428211e-01
1.159119618598885670e-04,2.083475704985714438e-01,2.161418107600248661e-01
1.186173716452477994e-04,2.066886644997600886e-01,2.144208454895310534e-01
1.213859262690627708e-04,2.050351179780529054e-01,2.127054401906464109e-01
1.242190995452617476e-04,2.033869754807778318e-01,2.109956410772730329e-01
1.271183996869028896e-04,2.017442812610744929e-01,2.092914940581175887e-01
1.300853701090570616e-04,2.001070792730779702e-01,2.075930447316948757e-01
1.331215902504307683e-04,1.984754131671117861e-01,2.059003383813410304e-01
1.362286764141646810e-04,1.968493262848978187e-01,2.042134199702443365e-01
1.394082826282577292e-04,1.952288616547788180e-01,2.025323341364890228e-01
1.426621015260736780e-04,1.936140619869559376e-01,2.008571251881146047e-01
1.459918652473978645e-04,1.920049696687439467e-01,1.991878370981937096e-01
1.493993463605257745e-04,1.904016267598414025e-01,1.975245134999252805e-01
1.528863588058729521e-04,1.888040749876195856e-01,1.958671976817473181e-01
1.564547588616095814e-04,1.872123557424293094e-01,1.942159325824682203e-01
1.601064461318317826e-04,1.856265100729274919e-01,1.925707607864183823e-01
1.638433645577984691e-04,1.840465786814236837e-01,1.909317245186228362e-01
1.676675034527699306e-04,1.824726019192477178e-01,1.892988656399955394e-01
1.715808985610004888e-04,1.809046197821367885e-01,1.876722256425540358e-01
1.755856331414468706e-04,1.793426719056505081e-01,1.860518456446627611e-01
1.796838390767719381e-04,1.777867975606032547e-01,1.844377663862948324e-01
1.838776980082326902e-04,1.762370356485246925e-01,1.828300282243225938e-01
1.881694424970555652e-04,1.746934246971438842e-01,1.812286711278328633e-01
1.925613572129198628e-04,1.731560028558999098e-01,1.796337346734697138e-01
1.970557801501798259e-04,1.716248078914790198e-01,1.780452580408044549e-01
2.016551038724746336e-04,1.700998771833785450e-01,1.764632800077339803e-01
2.063617767863858772e-04,1.685812477195020032e-01,1.748878389459107008e-01
2.111783044448244291e-04,1.670689560917799077e-01,1.733189728161999565e-01
2.161072508808376392e-04,1.655630384918234388e-01,1.717567191641707347e-01
2.211512399725488825e-04,1.640635307066086457e-01,1.702011151156188062e-01
2.263129568399529709e-04,1.625704681141909858e-01,1.686521973721206158e-01
2.315951492743152066e-04,1.610838856794548080e-01,1.671100022066240309e-01
2.370006292009327982e-04,1.596038179498950882e-01,1.655745654590722316e-01
2.425322741760353111e-04,1.581302990514345252e-01,1.640459225320642367e-01
2.481930289186255376e-04,1.566633626842739713e-01,1.625241083865502922e-01
2.539859068780723952e-04,1.552030421187831633e-01,1.610091575375687811e-01
2.599139918382933163e-04,1.537493701914228461e-01,1.595011040500157740e-01
2.659804395593758477e-04,1.523023793007107773e-01,1.579999815344603209e-01
2.721884794575179351e-04,1.508621014032209828e-01,1.565058231429938829e-01
2.785414163241766187e-04,1.494285680096280045e-01,1.550186615651266697e-01
2.850426320853434838e-04,1.480018101807868969e-01,1.535385290237210043e-01
2.916955876018796070e-04,1.465818585238568839e-01,1.520654572709700947e-01
2.985038245118729321e-04,1.451687431884686463e-01,1.505994775844217148e-01
3.054709671159967842e-04,1.437624938629314675e-01,1.491406207630436853e-01
3.126007243068703494e-04,1.423631397704866186e-01,1.476889171233370379e-01
3.198968915434537695e-04,1.409707096656047931e-01,1.462443964954950326e-01
3.273633528715244297e-04,1.395852318303298922e-01,1.448070882196099696e-01
3.350040829913132775e-04,1.382067340706678582e-01,1.433770211419272411e-01
3.428231493733970817e-04,1.368352437130245236e-01,1.419542236111496769e-01
3.508247144239792456e-04,1.354707876006912004e-01,1.405387234747917935e-01
3.590130377007068547e-04,1.341133920903783971e-01,1.391305480755838930e-01
3.673924781802074212e-04,1.327630830488009395e-01,1.377297242479293415e-01
3.759674965785467834e-04,1.314198858493132172e-01,1.363362783144139723e-01
3.847426577258501669e-04,1.300838253685954182e-01,1.349502360823685576e-01
3.937226329963479333e-04,1.287549259833932758e-01,1.335716228404862371e-01
4.029122027951348049e-04,1.274332115673107724e-01,1.322004633554956232e-01
4.123162591029752144e-04,1.261187054876570512e-01,1.308367818688895290e-01
4.219398080805023877e-04,1.248114306023470482e-01,1.294806020937097624e-01
4.317879727332021378e-04,1.235114092568605770e-01,1.281319472113924274e-01
4.418659956385941382e-04,1.222186632812550938e-01,1.267908398686689586e-01
4.521792417370702299e-04,1.209332139872380252e-01,1.254573021745289951e-01
4.627332011878688848e-04,1.196550821652965085e-01,1.241313556972426513e-01
4.735334922917116217e-04,1.183842880818854748e-01,1.228130214614434612e-01
4.845858644816495643e-04,1.171208514766773623e-01,1.215023199452752722e-01
4.958962013837211243e-04,1.158647915598705891e-01,1.201992710775999784e-01
5.074705239490465754e-04,1.146161270095607254e-01,1.189038942352703132e-01
5.193149936590212706e-04,1.133748759691735747e-01,1.176162082404670350e-01
5.314359158053241772e-04,1.121410560449607879e-01,1.163362313581007834e-01
5.438397428464795957e-04,1.109146843035601626e-01,1.150639812932811035e-01
5.565330778427645753e-04,1.096957772696193212e-01,1.137994751888513068e-01
5.695226779712824535e-04,1.084843509234853787e-01,1.125427296229916663e-01
5.828154581230845892e-04,1.072804206989617370e-01,1.112937606068922780e-01
5.964184945842459888e-04,1.060840014811292725e-01,1.100525835824928134e-01
6.103390288028621123e-04,1.048951076042371616e-01,1.088192134202944361e-01
6.245844712439617896e-04,1.037137528496607369e-01,1.075936644172412193e-01
6.391624053343999187e-04,1.025399504439294396e-01,1.063759502946743929e-01
6.540805914998252743e-04,1.013737130568231060e-01,1.051660841963573678e-01
6.693469712958660276e-04,1.002150527995407520e-01,1.039640786865760891e-01
6.849696716357446405e-04,9.906398122293789965e-02,1.027699457483103318e-01
7.009570091165617713e-04,9.792050931583776152e-02,1.015836967814818248e-01
7.173174944465612532e-04,9.678464750341439493e-02,1.004053426012768702e-01
7.340598369757211656e-04,9.565640564564852066e-02,9.923489343654434691e-02
7.511929493320969016e-04,9.453579303585807336e-02,9.807235892827143031e-02
7.687259521663728163e-04,9.342281839930205445e-02,9.691774812813508388e-02
7.866681790071581876e-04,9.231748989186071286e-02,9.577106949713298789e-02
8.050291812295981347e-04,9.121981509879127648e-02,9.463233090429262750e-02
8.238187331399601234e-04,9.012980103355945627e-02,9.350153962545915132e-02
8.430468371788967007e-04,8.904745413674826360e-02,9.237870234216338794e-02
8.627237292461450513e-04,8.797278027504507047e-02,9.126382514057096440e-02
8.828598841495150472e-04,8.690578474030609402e-02,9.015691351051180469e-02
9.034660211810524762e-04,8.584647224869987325e-02,8.905797234459167377e-02
9.245531098233570558e-04,8.479484693993027955e-02,8.796700593738593366e-02
9.461323755890769030e-04,8.375091237653915777e-02,8.688401798471628856e-02
9.682153059967085751e-04,8.271467154329052718e-02,8.580901158301185161e-02
9.908136566858666023e-04,8.168612684663359436e-02,8.474198922875209039e-02
1.013939457675291705e-03,8.066528011424906053e-02,8.368295281799620344e-02
1.037605019766911670e-03,7.965213259467726625e-02,8.263190364599731774e-02
1.061822941099383561e-03,7.864668495702835382e-02,8.158884240690178480e-02
1.086606113854596918e-03,7.764893729077537721e-02,8.055376919353468557e-02
1.111967731120698868e-03,7.665888910563085912e-02,7.952668349727159969e-02
1.137921293915315117e-03,7.567653933150832180e-02,7.850758420799885950e-02
1.164480618372685594e-03,7.470188631856644612e-02,7.749646961415923574e-02
1.191659843098558710e-03,7.373492783733923139e-02,7.649333740288703776e-02
1.219473436696738231e-03,7.277566107895069858e-02,7.549818466023087982e-02
1.247936205471311460e-03,7.182408265541544157e-02,7.451100787146543170e-02
1.277063301308643340e-03,7.088018860002560928e-02,7.353180292149284758e-02
1.306870229743346433e-03,6.994397436782275046e-02,7.256056509533237442e-02
1.337372858212496378e-03,6.901543483615774077e-02,7.159728907870115122e-02
1.368587424502517658e-03,6.809456430533714077e-02,7.064196895868471437e-02
1.400530545393219610e-03,6.718135649935672027e-02,6.969459822449809716e-02
1.433219225503573830e-03,6.627580456672291231e-02,6.875516976833788430e-02
1.466670866343968566e-03,6.537790108136186384e-02,6.782367588632534638e-02
1.500903275579735076e-03,6.448763804361663798e-02,6.690010827954094574e-02
1.535934676510897082e-03,6.360500688133290115e-02,6.598445805515060214e-02
1.571783717773162729e-03,6.272999845103337246e-02,6.507671572762412093e-02
1.608469483265355209e-03,6.186260303918109105e-02,6.417687122004571421e-02
1.646011502308549748e-03,6.100281036353089742e-02,6.328491386551603204e-02
1.684429760042315200e-03,6.015060957457188384e-02,6.240083240864858355e-02
1.723744708063619816e-03,5.930598925705708735e-02,6.152461500715664805e-02
1.763977275314043388e-03,5.846893743162463741e-02,6.065624923353511028e-02
1.805148879221108154e-03,5.763944155650690265e-02,5.979572207683347962e-02
1.847281437099634145e-03,5.681748852933064808e-02,5.894301994452347954e-02
1.890397377819221479e-03,5.600306468900613510e-02,5.809812866445872998e-02
1.934519653744044354e-03,5.519615581770706547e-02,5.726103348692884731e-02
1.979671752951332481e-03,5.439674714293901009e-02,5.643171908680519322e-02
2.025877711735016989e-03,5.360482333969931318e-02,5.561016956578161696e-02
2.073162127401228811e-03,5.282036853272607108e-02,5.479636845470756135e-02
2.121550171362450096e-03,5.204336629883732357e-02,5.399029871601473962e-02
2.171067602537264923e-03,5.127379966936029126e-02,5.319194274623729318e-02
2.221740781062884768e-03,5.051165113265002060e-02,5.240128237862465982e-02
2.273596682327715286e-03,4.975690263669874797e-02,5.161829888584849868e-02
2.326662911331457955e-03,4.900953559183355429e-02,5.084297298280132660e-02
2.380967717380358135e-03,4.826953087350529387e-02,5.007528482948976623e-02
2.436540009125466068e-03,4.753686882516544587e-02,4.931521403401901288e-02
2.493409369951877976e-03,4.681152926123358093e-02,4.856273965567130257e-02
2.551606073727183746e-03,4.609349147015246589e-02,4.781784020807534202e-02
2.611161100917459583e-03,4.538273421753375586e-02,4.708049366246967044e-02
2.672106155079432416e-03,4.467923574939103304e-02,4.635067745105661552e-02
2.734473679737579876e-03,4.398297379546191321e-02,4.562836847044873106e-02
2.798296875655115722e-03,4.329392557261832475e-02,4.491354308520661975e-02
2.863609718508115885e-03,4.261206778836457848e-02,4.420617713146789834e-02
2.930446976972141387e-03,4.193737664442287461e-02,4.350624592066678481e-02
2.998844231231027890e-03,4.126982784040637842e-02,4.281372424334464050e-02
3.068837891917642214e-03,4.060939657757895588e-02,4.212858637305035708e-02
3.140465219496752208e-03,3.995605756270167314e-02,4.145080607033068548e-02
3.213764344100275647e-03,3.930978501196485952e-02,4.078035658680947279e-02
3.288774285825509913e-03,3.867055265500680961e-02,4.011721066935668850e-02
3.365534975507094261e-03,3.803833373901666787e-02,3.946134056434476983e-02
3.444087275973819941e-03,3.741310103292310590e-02,3.881271802199401377e-02
3.524473003801584237e-03,3.679482683166616225e-02,3.817131430080424048e-02
3.606734951574027803e-03,3.618348296055412527e-02,3.753710017207465693e-02
3.690916910662778508e-03,3.557904077970257262e-02,3.691004592450893018e-02
3.777063694539364597e-03,3.498147118855672588e-02,3.629012136890679557e-02
3.865221162631261604e-03,3.439074463049552471e-02,3.567729584294029865e-02
3.955436244734701796e-03,3.380683109751738552e-02,3.507153821601488586e-02
4.047756965997322508e-03,3.322970013500676362e-02,3.447281689421426154e-02
4.142232472483894055e-03,3.265932084658076939e-02,3.388109982532834519e-02
4.238913057338779093e-03,3.209566189901539440e-02,3.329635450396375984e-02
4.337850187558989039e-03,3.153869152725062575e-02,3.271854797673619947e-02
4.439096531392166395e-03,3.098837753947338708e-02,3.214764684754353036e-02
4.542705986374042521e-03,3.044468732227783789e-02,3.158361728291911308e-02
4.648733708020256518e-03,2.990758784590256958e-02,3.102642501746494946e-02
4.757236139187889269e-03,2.937704566954308510e-02,3.047603535936288521e-02
4.868271040122279167e-03,2.885302694673927068e-02,2.993241319596363220e-02
4.981897519205159656e-03,2.833549743083719000e-02,2.939552299945288535e-02
5.098176064420424994e-03,2.782442248052380968e-02,2.886532883259309776e-02
5.217168575554349298e-03,2.731976706543427433e-02,2.834179435454053930e-02
5.338938397147350266e-03,2.682149577183021855e-02,2.782488282673601168e-02
5.463550352214875498e-03,2.632957280834877581e-02,2.731455711886895607e-02
5.591070776755292966e-03,2.584396201182097286e-02,2.681077971491347203e-02
5.721567555063245686e-03,2.536462685315880178e-02,2.631351271923567173e-02
5.855110155867237695e-03,2.489153044330914485e-02,2.582271786277030162e-02
5.991769669310619169e-03,2.442463553927495118e-02,2.533835650926719724e-02
6.131618844795775139e-03,2.396390455020130580e-02,2.486038966160500005e-02
6.274732129711574694e-03,2.350929954352562815e-02,2.438877796817148086e-02
6.421185709064758558e-03,2.306078225119135086e-02,2.392348172930962996e-02
6.571057546036270826e-03,2.261831407592379550e-02,2.346446090382833458e-02
6.724427423484249239e-03,2.218185609756634369e-02,2.301167511557556875e-02
6.881376986415663373e-03,2.175136907947688991e-02,2.256508366007415473e-02
7.041989785449288310e-03,2.132681347498248392e-02,2.212464551121786499e-02
7.206351321293052656e-03,2.090814943389136815e-02,2.169031932802707036e-02
7.374549090259546573e-03,2.049533680906102245e-02,2.126206346146249787e-02
