P_FA,P_MD_exact,P_MD_OR
7.546672630843886606e-03,2.008833516302108504e-02,2.083983596129591886e-02
7.722813571388642377e-03,1.968710377464949826e-02,2.042359458303604283e-02
7.903065678861348128e-03,1.929160164590115745e-02,2.001329679490887817e-02
8.087524908770448231e-03,1.890178750858731438e-02,1.960889978489076604e-02
8.276289456246343698e-03,1.851761983120397276e-02,1.921036046779221046e-02
8.469459808314585766e-03,1.813905682580922371e-02,1.881763549239251487e-02
8.667138797389234081e-03,1.776605645494666597e-02,1.843068124862218965e-02
8.869431656014704901e-03,1.739857643861425843e-02,1.804945387479250235e-02
9.076446072885355904e-03,1.703657426127712718e-02,1.767390926487064431e-02
9.288292250172499112e-03,1.668000717892260606e-02,1.730400307579870595e-02
9.505082962189501453e-03,1.632883222615631041e-02,1.693969073485520477e-02
9.726933615426168467e-03,1.598300622333743287e-02,1.658092744705730315e-02
9.953962309984232953e-03,1.564248578375209905e-02,1.622766820260253262e-02
1.018628990244686491e-02,1.530722732082292342e-02,1.587986778434804722e-02
1.042404007021555806e-02,1.497718705535336890e-02,1.553748077532600413e-02
1.066733937734857043e-02,1.465232102280523974e-02,1.520046156629330063e-02
1.091631734193614783e-02,1.433258508060800476e-02,1.486876436331432960e-02
1.117110650504824117e-02,1.401793491549762315e-02,1.454234319537437044e-02
1.143184250129150245e-02,1.370832605088425846e-02,1.422115192202290379e-02
1.169866413101305729e-02,1.340371385424624431e-02,1.390514424104420318e-02
1.197171343418965660e-02,1.310405354454919659e-02,1.359427369615398562e-02
1.225113576604117821e-02,1.280930019968852876e-02,1.328849368472034831e-02
1.253707987440919741e-02,1.251940876395353161e-02,1.298775746550709376e-02
1.282969797894147577e-02,1.223433405551123745e-02,1.269201816643754019e-02
1.312914585212465388e-02,1.195403077390865161e-02,1.240122879237742955e-02
1.343558290220826269e-02,1.167845350759114803e-02,1.211534223293457731e-02
1.374917225806420416e-02,1.140755674143569681e-02,1.183431127027391450e-02
1.407008085602683492e-02,1.114129486429684367e-02,1.155808858694576738e-02
1.439847952876006573e-02,1.087962217656372917e-02,1.128662677372558112e-02
1.473454309619834368e-02,1.062249289772644947e-02,1.101987833746333363e-02
1.507845045861051086e-02,1.036986117394974108e-02,1.075779570894055091e-02
1.543038469183564618e-02,1.012168108565225481e-02,1.050033125073312514e-02
1.579053314474175920e-02,9.877906655089616766e-03,1.024743726507805486e-02
1.615908753895919231e-02,9.638491853939303716e-03,9.999066001742063989e-03
1.653624407094178919e-02,9.403390610885470000e-03,9.755169665890184305e-03
1.692220351641035569e-02,9.172556819202015363e-03,9.515700425952497432e-03
1.731717133723352856e-02,8.945944344331772241e-03,9.280610421486859204e-03
1.772135779080358589e-02,8.723507031459968447e-03,9.049851771035689538e-03
1.813497804196495186e-02,8.505198713080150755e-03,8.823376579974926553e-03
1.855825227755518794e-02,8.290973216550567501e-03,8.601136948353104925e-03
1.899140582361935614e-02,8.080784371638990993e-03,8.383084978718416055e-03
1.943466926536018338e-02,7.874586018054286624e-03,8.169172783932037926e-03
1.988827856988807652e-02,7.672332012962464892e-03,7.959352494965366703e-03
2.035247521183575561e-02,7.473976238485542309e-03,7.753576268679391974e-03
2.082750630190514235e-02,7.279472609181084422e-03,7.551796295584066281e-03
2.131362471841437636e-02,7.088775079500482003e-03,7.353964807575583823e-03
2.181108924191519846e-02,6.901837651224049588e-03,7.160034085649628031e-03
2.232016469295234479e-02,6.718614380870923698e-03,6.969956467588472523e-03
2.284112207303825443e-02,6.539059387081809158e-03,6.783684355619913620e-03
2.337423870891812416e-02,6.363126857972584670e-03,6.601170224045972701e-03
2.391979840020237377e-02,6.190771058456605302e-03,6.422366626839127145e-03
2.447809157044440048e-02,6.021946337534265538e-03,6.247226205204571038e-03
2.504941542174502281e-02,5.856607135546975339e-03,6.075701695105564445e-03
2.563407409296514922e-02,5.694707991394387832e-03,5.907745934750653453e-03
2.623237882163123591e-02,5.536203549712414435e-03,5.743311872040217023e-03
2.684464810961965237e-02,5.381048568010081933e-03,5.582352571970309284e-03
2.747120789270808897e-02,5.229197923763467294e-03,5.424821223991978421e-03
2.811239171408461135e-02,5.080606621464444674e-03,5.270671149323704653e-03
2.876854090190591323e-02,4.935229799622565389e-03,5.119855808215222591e-03
2.944000475100033709e-02,4.793022737717733336e-03,4.972328807160292415e-03
3.012714070881164150e-02,4.653940863102059948e-03,4.828043906056750205e-03
3.083031456568276901e-02,4.517939757848679974e-03,4.686955025311540651e-03
3.154990064958088786e-02,4.384975165545624241e-03,4.549016252888746746e-03
3.228628202536727027e-02,4.255002998032969552e-03,4.414181851298773322e-03
3.303985069871855085e-02,4.127979342080962018e-03,4.282406264526294852e-03
3.381100782480681716e-02,4.003860466007566447e-03,4.153644124895375031e-03
3.460016392185108480e-02,3.882602826233225689e-03,4.027850259869429281e-03
3.540773908965269556e-02,3.764163073771001084e-03,3.904979698784165777e-03
3.623416323323149640e-02,3.648498060650229649e-03,3.784987679511547798e-03
3.707987629168172511e-02,3.535564846271757253e-03,3.667829655052776399e-03
3.794532847236942175e-02,3.425320703692812281e-03,3.553461300058278517e-03
3.883098049059600931e-02,3.317723125839739089e-03,3.441838517272859110e-03
3.973730381485604535e-02,3.212729831646608889e-03,3.332917443903956906e-03
4.066478091781854098e-02,3.110298772118058348e-03,3.226654457911289856e-03
4.161390553316707264e-02,3.010388136314250812e-03,3.123006184215714083e-03
4.258518291843414738e-02,2.912956357256388500e-03,3.021929500825662213e-03
4.357913012397029995e-02,2.817962117750822358e-03,2.923381544879128865e-03
4.459627626819095275e-02,2.725364356130076035e-03,2.827319718599466403e-03
4.563716281924753981e-02,2.635122271908939967e-03,2.733701695163074513e-03
4.670234388327330205e-02,2.547195331353925563e-03,2.642485424477202492e-03
4.779238649935595162e-02,2.461543272964409820e-03,2.553629138866146415e-03
4.890787094139589786e-02,2.378126112863635042e-03,2.467091358663922596e-03
5.004939102700953213e-02,2.296904150098035783e-03,2.382830897711843074e-03
5.121755443364241212e-02,2.217837971843121883e-03,2.300806868759148246e-03
5.241298302206061355e-02,2.140888458514309065e-03,2.220978688765033043e-03
5.363631316739234794e-02,2.066016788781139309e-03,2.143306084100449899e-03
5.488819609789665627e-02,1.993184444483210062e-03,2.067749095647939458e-03
5.616929824163804236e-02,1.922353215446390672e-03,1.994268083798022770e-03
5.748030158125350814e-02,1.853485204197602172e-03,1.922823733340359078e-03
5.882190401699955579e-02,1.786542830576851124e-03,1.853377058248315478e-03
6.019481973827274512e-02,1.721488836244890793e-03,1.785889406355258176e-03
6.159977960380168260e-02,1.658286289085167831e-03,1.720322463921175821e-03
6.303753153071281479e-02,1.596898587498557856e-03,1.656638260088080404e-03
6.450884089267686083e-02,1.537289464589567181e-03,1.594799171222813098e-03
6.601449092734883173e-02,1.479422992242592980e-03,1.534767925145797459e-03
6.755528315331639500e-02,1.423263585086965988e-03,1.476507605244413565e-03
6.913203779678127325e-02,1.368776004349453674e-03,1.419981654469622224e-03
7.074559422819878818e-02,1.315925361592984628e-03,1.365153879214554486e-03
7.239681140910876611e-02,1.264677122340395485e-03,1.311988453073821776e-03
7.408656834939567060e-02,1.214997109581954834e-03,1.260449920482256680e-03
7.581576457522103130e-02,1.166851507165610289e-03,1.210503200231988034e-03
7.758532060787827478e-02,1.120206863068762835e-03,1.162113588866610630e-03
7.939617845382275496e-02,1.075030092550567726e-03,1.115246763951415442e-03
8.124930210614048076e-02,1.031288481183676017e-03,1.069868787218545853e-03
8.314567805772063447e-02,9.889496877644825528e-04,1.025946107586118202e-03
8.508631582640581448e-02,9.479817471008585841e-04,9.834455640502434703e-04
8.707224849239922349e-02,9.083530726765617989e-04,9.423343884491118191e-04
8.910453324821504539e-02,8.700324591913385659e-04,9.025802080981194060e-04
9.118425196146562328e-02,8.329890849760058493e-04,8.641510482952989266e-04
9.331251175078240923e-02,7.971925142816652749e-04,8.270153346961718827e-04
9.549044557518077125e-02,7.626126994423411453e-04,7.911418955572907400e-04
9.771921283717996398e-02,7.292199829103537204e-04,7.564999638477551847e-04
1.000000000000000056e-01,6.969850991637718211e-04,7.230591792280222519e-04
